"Gene","ENTREZID"
"PMPCB","9512"
"SMPD4BP","150776"
"USP14","9097"
"MZF1","7593"
"MYOM1","8736"
"KIF18B","146909"
"ZNF254","9534"
"CYHR1",NA
"HS2ST1","9653"
"RASA1","5921"
"PANX2","56666"
"CCDC102B","79839"
"CTTNBP2NL","55917"
"INSIG1","3638"
"DNASE1L2","1775"
"NCKAP1L","3071"
"ACAP3","116983"
"EPRS1","2058"
"PABPC1P1","26980"
"KLHL13","90293"
"HPD","3242"
"SP7","121340"
"MPHOSPH10","10199"
"SMAD1","4086"
"CTTN","2017"
"PTPN13","5783"
"PIK3IP1","113791"
"PARP4","143"
"GTF2H4","2968"
"EGR1","1958"
"NPHP3","27031"
"CD79B","974"
"ATP4B","496"
"BEX4","56271"
"SPAG8","26206"
"CSNK1G2-AS1","255193"
"RHAG","6005"
"PPM1F-AS1","100286925"
"C1orf162","128346"
"MEIOC","284071"
"ING5","84289"
"PTPMT1","114971"
"KCNJ12","3768"
"FKTN","2218"
"EIF3FP3","339799"
"RPS6P25","729389"
"KCNS1","3787"
"KICS2","144577"
"HCK","3055"
"YEATS4","8089"
"SNORA9B","109616977"
"CDC7","8317"
"TFB1M","51106"
"UBE2L6","9246"
"THUMPD1","55623"
"LMNB2","84823"
"AGPAT3","56894"
"CASP4","837"
"MAPK1IP1L","93487"
"SUSD2","56241"
"PCBP3","54039"
"BAMBI","25805"
"UBA3","9039"
"ETFA","2108"
"STT3A","3703"
"FAM234A","83986"
"CRHR2","1395"
"EXOSC10","5394"
"HMCES","56941"
"NACA4P","83955"
"CCDC97","90324"
"KEAP1","9817"
"AFG3L2","10939"
"PAGE2","203569"
"CEND1","51286"
"ZNF551","90233"
"CSTA","1475"
"ZNF560","147741"
"IFT88","8100"
"ALDH5A1","7915"
"ZFP90","146198"
"BICRA","29998"
"GOLGA2P10","80154"
"YEATS2","55689"
"CELSR2","1952"
"ZNF589","51385"
"CERS6","253782"
"ATG4C","84938"
"SOCS6","9306"
"UBN2","254048"
"FTH1P2","2497"
"SLC2A1-AS1",NA
"FIGN","55137"
"MIR6859-1","102466751"
"C1QTNF3","114899"
"CST3","1471"
"HNRNPL","3191"
"GNB1L","54584"
"ANXA8L1","728113"
"ZNF592","9640"
"TBCK","93627"
"PTBP2","58155"
"LBX2","85474"
"LINC00884",NA
"PUS10","150962"
"FBXW9","84261"
"C1RL-AS1","283314"
"APEX1","328"
"WIPF3","644150"
"MAML2","84441"
"CPB2","1361"
"UBA2","10054"
"ZNF775","285971"
"CFAP92","57501"
"GGTA1","2681"
"DHRSX","207063"
"ZNF587","84914"
"TRIM65","201292"
"VRK2","7444"
"SH3GL1P1","6458"
"COA7","65260"
"PIF1","80119"
"ZSCAN9","7746"
"FTX","100302692"
"H2BC17","8348"
"MCM9","254394"
"CRTAP","10491"
"LINC00853","100874253"
"PSMC1","5700"
"RASA4B","100271927"
"VDAC1P8","100310840"
"RPS3P6","645000"
"ZNF549","256051"
"CPNE2","221184"
"DPP9","91039"
"OR7E105P","81116"
"CD1C","911"
"RABGAP1L-DT","102724601"
"ALPL","249"
"RNPEPL1","57140"
"NUDT19","390916"
"PROZ","8858"
"STX10","8677"
"ING4","51147"
"EXD2","55218"
"SRRM5","100170229"
"PIH1D1","55011"
"MITD1","129531"
"AMMECR1","9949"
"RENBP","5973"
"LRRC20","55222"
"MPI","4351"
"C12orf75","387882"
"RASSF5","83593"
"ADPRS","54936"
"PRPSAP2","5636"
"KIAA2013","90231"
"CBLL1-AS1","101927974"
"PPEF1","5475"
"GNG5","2787"
"RAB4A","5867"
"RNF126","55658"
"PIGZ","80235"
"PPP1CB","5500"
"DSP","1832"
"PLIN3","10226"
"LINC00271",NA
"STX3","6809"
"ARHGEF10L","55160"
"IRF2BPL","64207"
"SAMM50","25813"
"TPX2","22974"
"DUSP19","142679"
"PCED1B","91523"
"CNN3","1266"
"RUBCN","9711"
"PCNX4","64430"
"KLHDC2","23588"
"NVL","4931"
"ANXA6","309"
"LDC1P","149086"
"MMADHC","27249"
"MS4A4A","51338"
"ABCB4","5244"
"PYGM","5837"
"ITPA","3704"
"PWWP2A","114825"
"IL9RP3","729486"
"LINC01184",NA
"PKD1P6","353511"
"JMJD1C-AS1","84989"
"LINC01389","102724077"
"SLC7A11","23657"
"MAP2K4","6416"
"CEBPD","1052"
"A1BG","1"
"PNPLA4","8228"
"MTMR9LP","339483"
"SIRT7","51547"
"NXT1-AS1","105372572"
"SS18","6760"
"HSP90B2P","7190"
"CNIH4","29097"
"RBM8A","9939"
"GMPR","2766"
"SNRNP48","154007"
"WDFY4","57705"
"ABI2","10152"
"BAG3","9531"
"PPP2R1B","5519"
"RPL36AP21","100271332"
"ERVFRD-1","405754"
"MOSPD3","64598"
"SNORD3C","780853"
"TMED10","10972"
"ASB3","51130"
"IL6R","3570"
"SALL2","6297"
"CROT","54677"
"HAUS2","55142"
"KIF1C","10749"
"ZNF700","90592"
"CAB39L","81617"
"ESR2","2100"
"MEST","4232"
"ACHE","43"
"CACNA1C-AS2","100874235"
"SYNRG","11276"
"SOD2-OT1","100129518"
"HSD17B11","51170"
"GYG2P1","352887"
"TMEM167B","56900"
"GRIN2C","2905"
"USP53","54532"
"MTUS1","57509"
"CCDC50","152137"
"GBA",NA
"TMEM269","100129924"
"WDR24","84219"
"STK3","6788"
"RN7SL753P","106479496"
"RPRD1B","58490"
"DHFR2","200895"
"SHANK1","50944"
"FBXL5","26234"
"USP46","64854"
"HEY2","23493"
"TMEM14B-DT","118597831"
"HPS6","79803"
"NCOA1","8648"
"CACHD1","57685"
"NALCN","259232"
"ILVBL","10994"
"DCAF12","25853"
"KCNQ1OT1","10984"
"ATP6V1E1","529"
"GALNT12","79695"
"RAB2A","5862"
"MAPK8IP3","23162"
"LINC02809","100506571"
"CBL","867"
"ZFAT","57623"
"WNK4","65266"
"ANKRD39","51239"
"TAF10","6881"
"HASPIN","83903"
"OS9","10956"
"MMP25-AS1","100507419"
"TMEM53","79639"
"TTC27","55622"
"SLC25A44","9673"
"MSNP1","4479"
"PAXIP1-DT","202781"
"PIP4K2C","79837"
"LDHB","3945"
"SETD3","84193"
"HS6ST1","9394"
"ASXL3","80816"
"NDUFAF3","25915"
"SPTBN1","6711"
"TUBAL3","79861"
"IFI27L1","122509"
"MAMSTR","284358"
"HMGB3P22","729595"
"GAS6-AS1","650669"
"FTO","79068"
"SLA","6503"
"MIR645","693230"
"CASQ1","844"
"LINC02805","100505824"
"BCKDHB","594"
"PIK3R1","5295"
"PLEKHG3","26030"
"MFSD6L","162387"
"CDK16","5127"
"ITPK1-AS1","319085"
"LINC01424","101928689"
"SNX32","254122"
"SNX16","64089"
"MROH8","140699"
"OLIG1","116448"
"CORO1B","57175"
"NPIPA7","101059938"
"IDI1","3422"
"IKZF1","10320"
"CEBPZOS","100505876"
"ZGLP1","100125288"
"EXD3","54932"
"CRYBG3","131544"
"PDGFRL2P","116435296"
"FUOM","282969"
"TESK1","7016"
"CHTOP","26097"
"SLFN13","146857"
"HDHD3","81932"
"PSMA7","5688"
"ARAP1-AS2","100506020"
"WDR1","9948"
"AGAP9","642517"
"HERC2","8924"
"NF2","4771"
"ZG16B","124220"
"NDUFC2","4718"
"HACE1","57531"
"ZNF430","80264"
"MTA3","57504"
"MITF","4286"
"CKMT2-AS1","100131067"
"CLC","1178"
"DEDD","9191"
"RBX1","9978"
"PAPLN","89932"
"JAML","120425"
"H2AC15","8330"
"SYNE4","163183"
"PLIN4","729359"
"CCT8P1","644131"
"MYOZ3","91977"
"TMEM9","252839"
"EEF1A1P9","441032"
"TTTY14","83869"
"DTD2","112487"
"RFK","55312"
"COPS7B","64708"
"SCLT1","132320"
"TMEM143","55260"
"ZNF571","51276"
"NOX1","27035"
"HIVEP1","3096"
"EPB41L4A-AS1","114915"
"CPEB1-AS1","283692"
"APEH","327"
"ASF1B","55723"
"KDM4A","9682"
"TAC3","6866"
"ADAMTS7","11173"
"TSHR","7253"
"EEF1A1","1915"
"ZNF69","7620"
"EXO5","64789"
"PKD2","5311"
"SLC27A1","376497"
"LINC02457","107984439"
"KRT18P4","391256"
"LRRC39","127495"
"CD14","929"
"PRC1-AS1","100507118"
"TAL1","6886"
"NXF3","56000"
"RHOQ","23433"
"MMP24OS","101410538"
"SLFNL1-AS1","100507178"
"ERICH2","285141"
"MTMR6","9107"
"SOX21","11166"
"ALG1L6P","339879"
"METTL25","84190"
"RPL36A","6173"
"HMGB1P30","100873893"
"MIR22HG","84981"
"HDLBP","3069"
"RPL21P28","100131205"
"CLEC5A","23601"
"CHP1","11261"
"ZNF677","342926"
"ITPRIPL2","162073"
"TRMT2A","27037"
"YIF1B","90522"
"JMY","133746"
"SHANK3","85358"
"BTG3","10950"
"FAM98A","25940"
"RHBDD1","84236"
"AGPAT2","10555"
"PUM1","9698"
"RPL21P93","653665"
"ANKRA2","57763"
"KLHL24","54800"
"LEPROTL1","23484"
"RTKN2","219790"
"KIF2C","11004"
"MBD3","53615"
"H2BC4","8347"
"MT-TG",NA
"TWSG1","57045"
"DPM2","8818"
"DNAJC2","27000"
"UBE3B","89910"
"GGA2","23062"
"TLCD4","148534"
"ILF3-DT","147727"
"DACT3-AS1","100506068"
"SRGAP3","9901"
"AGL","178"
"MFSD13A","79847"
"ATP7A","538"
"LINC00893",NA
"UHRF1BP1L",NA
"PSMC1P1","151645"
"ROCK1P1","727758"
"POLRMT","5442"
"SUN3","256979"
"PEPD","5184"
"YIPF5","81555"
"SPRED1","161742"
"SPAG6","9576"
"TBL3","10607"
"ARHGEF7","8874"
"CALM2","805"
"FOXO4","4303"
"CGN","57530"
"ZSCAN26","7741"
"IL1R2","7850"
"AP2A2","161"
"TBCCD1","55171"
"RAB3IP","117177"
"TTC9C","283237"
"TGOLN2","10618"
"CACNG8","59283"
"CIAO3","64428"
"PARD6B","84612"
"OGFR-AS1","101409261"
"RASIP1","54922"
"ITPR3","3710"
"UBA1","7317"
"SULT2B1","6820"
"R3HDM2","22864"
"NDUFA4L2","56901"
"PLXNA4","91584"
"ZNF37A","7587"
"ZBTB42","100128927"
"MYRF","745"
"ARHGAP10","79658"
"HDAC2-AS2","101927768"
"GLUD2","2747"
"TINF2","26277"
"CPNE1","8904"
"FAM178B","51252"
"GET3","439"
"ABO","28"
"GMPPB","29925"
"ITM2C","81618"
"DYRK2","8445"
"TNFSF10","8743"
"GHRLOS","100126793"
"DMPK","1760"
"MRPL20-AS1","148413"
"MYD88","4615"
"SFRP2","6423"
"BLOC1S5","63915"
"LRRC51","120356739"
"GNG2","54331"
"GLYCTK-AS1","100874110"
"RAG1","5896"
"P2RX1","5023"
"B3GNTL1","146712"
"DIXDC1","85458"
"CD44","960"
"SLC35F5","80255"
"TIMM8A","1678"
"ZKSCAN5","23660"
"CFL2","1073"
"DPP10-AS1","389023"
"LINC02481","339988"
"SUZ12P1","440423"
"SNRPB2","6629"
"WEE2-AS1","285962"
"UQCC3","790955"
"TRPC6","7225"
"ZNF260","339324"
"IL12RB1","3594"
"LINC00539","100652865"
"CRACDL","343990"
"ZNF559","84527"
"KBTBD7","84078"
"ECD","11319"
"CLK3","1198"
"CISD2","493856"
"HMGN1P1","319131"
"ATP1A1","476"
"ZBTB25","7597"
"FNTA","2339"
"PGAP3","93210"
"DYNC1H1","1778"
"NTPCR","84284"
"IGFALS","3483"
"NDUFA11","126328"
"PRKAA1","5562"
"ARGFXP2","503640"
"MIR648","693233"
"UBE2E2","7325"
"YJEFN3","374887"
"EVC","2121"
"TGFBI","7045"
"CPSF4L","642843"
"CEP250","11190"
"CEACAM1","634"
"PALS2","51678"
"ZNF646","9726"
"CSTF2T","23283"
"BROX","148362"
"ARMCX5","64860"
"PRPS1","5631"
"RAPGEF3","10411"
"MBTPS1","8720"
"MTG1","92170"
"KIAA1522","57648"
"SLC38A7","55238"
"MIR4312","100422971"
"GEMIN8P4","492303"
"TMEM63A","9725"
"TBC1D2B","23102"
"TBP","6908"
"VASN","114990"
"TMEM238","388564"
"TXNDC15","79770"
"CNRIP1","25927"
"VPS18","57617"
"CTSV","1515"
"CHASERR","100507217"
"NEIL3","55247"
"AGTRAP","57085"
"IL20RB","53833"
"ENKD1","84080"
"RAB40C","57799"
"EIF4A1","1973"
"STARD7-AS1","285033"
"MLXIP","22877"
"RPS7","6201"
"OSCAR","126014"
"JAKMIP3","282973"
"TNFRSF13C","115650"
"NEPRO","25871"
"C3orf33","285315"
"ZNF599","148103"
"DNAJA1","3301"
"NAP1L3","4675"
"SLC43A3","29015"
"FANCD2","2177"
"GLS2","27165"
"NXPE3","91775"
"C10orf88","80007"
"AOC2","314"
"KLHL7","55975"
"TYW1B","441250"
"C18orf21","83608"
"OLFM2","93145"
"ATP6V1C1","528"
"ADAMTS10","81794"
"GCDH","2639"
"FBF1","85302"
"SDE2","163859"
"TTC30B",NA
"HMG20B","10362"
"SEPTIN4","5414"
"PTPN2","5771"
"SF3B4","10262"
"BCL9L","283149"
"HADHB","3032"
"LINC02766","105376744"
"PHF23","79142"
"DDAH2","23564"
"TMEM187","8269"
"FERMT3","83706"
"ADCY4","196883"
"H2BC14","8342"
"ASL","435"
"ARNTL2",NA
"C19orf12","83636"
"VEZT","55591"
"REPS1","85021"
"COPS5","10987"
"CABIN1","23523"
"ZNF134","7693"
"TMEM30A-DT","100506804"
"TCEAL1","9338"
"DENND10","404636"
"ZKSCAN4","387032"
"L3MBTL1","26013"
"TMEM81","388730"
"ABCC1","4363"
"MRE11","4361"
"NPRL3","8131"
"ITIH5","80760"
"ZNF451-AS1","101927211"
"SAMD9L","219285"
"ETFBKMT","254013"
"TMA16","55319"
"MIR3667HG","348645"
"PLA2G4A","5321"
"GRHL1","29841"
"RAB28","9364"
"CCNJL","79616"
"POU4F1","5457"
"GLB1L2","89944"
"ZNF789","285989"
"GPN3","51184"
"AVIL","10677"
"UBBP4","23666"
"CLIP4","79745"
"PCM1","5108"
"TREM2","54209"
"ZNF577","84765"
"ANKRD50","57182"
"PAN3","255967"
"VPS9D1-AS1","100128881"
"POMZP3","22932"
"H2AL1MP","115482687"
"KDM3B","51780"
"FOXO6","100132074"
"NFU1","27247"
"LDLRAD3","143458"
"CYP4F26P","106478958"
"HERC2P7","100132101"
"KRT2","3849"
"S100A10","6281"
"TSNARE1","203062"
"MDK","4192"
"NDOR1","27158"
"TCEAL8","90843"
"LINC02022","105376955"
"FAT1","2195"
"PRSS53","339105"
"KLK1","3816"
"SEH1L","81929"
"DDX11","1663"
"DPF2","5977"
"RPL7A","6130"
"BBLN","79095"
"LHFPL4","375323"
"KAT2B","8850"
"GCH1","2643"
"SH3RF2","153769"
"OTUB1","55611"
"LINC02637","102724350"
"UNG","7374"
"SMUG1","23583"
"LAMA5","3911"
"RNASEH2A","10535"
"SCG5","6447"
"MRM3","55178"
"RPS6KA1","6195"
"PIP5K1B","8395"
"ZNF772","400720"
"BUD31","8896"
"HMGB1P6","645292"
"APOC1P1","342"
"SMCO4","56935"
"RRP36","88745"
"GABARAPL1","23710"
"DHDDS","79947"
"RPUSD1","113000"
"ESCO1","114799"
"PHIP","55023"
"SCARNA21","677763"
"LGMN","5641"
"WDR91","29062"
"RDH5","5959"
"MIR17HG","407975"
"RUNX1T1","862"
"FAM24B","196792"
"FGR","2268"
"SNHG15","285958"
"CEP85L","387119"
"CASTOR2","729438"
"SLC22A1","6580"
"GNB4","59345"
"APOOL","139322"
"H4C8","8365"
"LINC01399","104310353"
"MNS1","55329"
"PKD1P5","348156"
"ALOX12-AS1","100506713"
"DAZAP1","26528"
"SLC44A2","57153"
"MMUT","4594"
"CYRIA","81553"
"HLA-DQA1","3117"
"SHKBP1","92799"
"PCYOX1L","78991"
"DSTN","11034"
"TP73-AS1","57212"
"GIGYF1","64599"
"LINC01694","105372840"
"LINC01881","728323"
"GDAP2","54834"
"GCLM","2730"
"CAT","847"
"NAGPA","51172"
"MTPN","136319"
"ANKS3","124401"
"MRPS35","60488"
"RNPEP","6051"
"KATNB1","10300"
"RPL22P8","100270957"
"CLHC1","130162"
"MEIOB","254528"
"ZNF195","7748"
"SLC35B2","347734"
"RPL7AP6","326310"
"TNFAIP3","7128"
"AMD1","262"
"DNAAF2","55172"
"MIGA1","374986"
"WDR75","84128"
"RELT","84957"
"PDP2","57546"
"GUCY1B1","2983"
"PGLYRP1","8993"
"H2BC19P","337874"
"IRF2BP1","26145"
"SERPINI1","5274"
"ZNF66","7617"
"PLOD3","8985"
"GTF2H3","2967"
"DDX11L10","100287029"
"NUP35","129401"
"BTBD2","55643"
"ARL5A","26225"
"CDCA4P3","100420558"
"ESS2","8220"
"DEXI","28955"
"TNIP2","79155"
"SNAPC4","6621"
"MAPK8","5599"
"ARIH2OS","646450"
"AFF2","2334"
"NEUROG1","4762"
"TMX2P1","100233198"
"LZTS2","84445"
"SCRIB","23513"
"ZNF580","51157"
"TRANK1","9881"
"ADAL","161823"
"MIR3909","100500826"
"HLA-DRB1","3123"
"PARVB","29780"
"ASMTL-AS1","80161"
"RPS3AP47","146053"
"PTPRA","5786"
"THUMPD3","25917"
"CLIP2","7461"
"THOP1","7064"
"CDC37L1-DT","101929351"
"MIR600HG","81571"
"SGTA","6449"
"MAFK","7975"
"DOC2B","8447"
"ZZEF1","23140"
"MRPL18","29074"
"GRIN1","2902"
"LINC00656","200261"
"DMBX1","127343"
"GDPD1","284161"
"CIC","23152"
"ZNF107","51427"
"RGPD4","285190"
"FRG1JP","642236"
"CRYBB2P1","1416"
"KHDRBS3","10656"
"LRRFIP2","9209"
"BLOC1S4","55330"
"CIP2A","57650"
"PARD6G-AS1","100130522"
"RALY-AS1","101926888"
"RWDD2A","112611"
"FKBP8","23770"
"STKLD1","169436"
"IWS1","55677"
"DENND5B","160518"
"KLC2","64837"
"LRRC8C","84230"
"RSPH10B2","728194"
"STAM-DT","102723166"
"TIMM23","100287932"
"ZNF219","51222"
"HM13-IT1","106480432"
"NBPF25P","101929780"
"BCAT2","587"
"MACIR","90355"
"ASB8","140461"
"EGLN3","112399"
"IL18R1","8809"
"DRC3","83450"
"PCYT1B","9468"
"ATAD1","84896"
"DCAF6","55827"
"ALG2","85365"
"PKD1L1","168507"
"THRB","7068"
"DNAJC21","134218"
"RN7SKP71","106479126"
"RBL1","5933"
"FSD1L","83856"
"CCDC34","91057"
"ST7L","54879"
"ORC3","23595"
"UBE2O","63893"
"ZC3H18","124245"
"NOP16","51491"
"LAMB2P1","22973"
"DNAL4","10126"
"RABEP2","79874"
"VIL1","7429"
"NOP53-AS1","106144593"
"USP20","10868"
"TPCN2","219931"
"MMS19","64210"
"G6PD","2539"
"ATP11A","23250"
"MROCKI","285758"
"IBTK","25998"
"SF3B3","23450"
"SUN1","23353"
"LPGAT1","9926"
"NUP43","348995"
"FAM98B","283742"
"LINC00954","400946"
"PIP4P1","90809"
"SH3BP2","6452"
"FOXP1-AS1","104502416"
"CPEB2-DT","441009"
"PRRC2B","84726"
"CUL3","8452"
"CPLX2","10814"
"ALG11","440138"
"GAPVD1","26130"
"PPA1","5464"
"DNM1P46","196968"
"DENND6B","414918"
"ITGB2","3689"
"SNRPGP3","100874407"
"CD5","921"
"ITM2B","9445"
"WDR12","55759"
"CDK5RAP1","51654"
"MSR1","4481"
"DOK3","79930"
"OR1K1","392392"
"SCLY","51540"
"TUFT1","7286"
"HNRNPA0","10949"
"GRAMD4","23151"
"TMEM259","91304"
"LINC02829","105375009"
"FAM21EP","100421577"
"TGM4","7047"
"ARHGAP30","257106"
"COMMD8","54951"
"SPDYE1","285955"
"MRPS30-DT","100506674"
"TAGAP-AS1","105378083"
"MAP3K9","4293"
"C8orf82","414919"
"TSPAN32","10077"
"FTH1P3","2498"
"MCM10","55388"
"SPNS2","124976"
"TNFAIP2","7127"
"TCEAL9","51186"
"ISCA2","122961"
"PACRGL","133015"
"WAC-AS1","220906"
"TMC4","147798"
"CARD9","64170"
"PPP2R5D","5528"
"EIF4HP2","100421545"
"IKBIP","121457"
"TMCO1","54499"
"KIAA1328","57536"
"ZNF236","7776"
"EID2B","126272"
"RNF130","55819"
"SNRNP27","11017"
"OFD1","8481"
"PSD","5662"
"TUBA8","51807"
"PRMT2","3275"
"PRIM1","5557"
"LINC02427","105377585"
"WDR90","197335"
"PAPOLA-DT","730202"
"IFT122","55764"
"CNTRL","11064"
"SLC17A9","63910"
"C9orf78","51759"
"SLC22A16","85413"
"RBM47","54502"
"TSC1","7248"
"SPATA21","374955"
"RPL21P123","100271448"
"GPR65","8477"
"PDE4A","5141"
"HTR3E","285242"
"HARS2","23438"
"LTA","4049"
"LINC01355","100996511"
"EEF1B2P6","647030"
"WNK1","65125"
"PMPCA","23203"
"AKAP6","9472"
"HLA-DOA","3111"
"MTA2","9219"
"ACSM1","116285"
"ZNF426","79088"
"LRRC25","126364"
"IGFL2","147920"
"EPHB6","2051"
"ZNF526","116115"
"AIRN","100271873"
"NPR2","4882"
"TFIP11-DT","100507599"
"ATP11A-AS1","100874205"
"ZNF584","201514"
"FBXO4","26272"
"ZADH2",NA
"RNA5-8SN5","100008587"
"PEX6","5190"
"DNAAF9","25943"
"BID","637"
"PPFIA3","8541"
"NIPA1","123606"
"MIRLET7BHG","400931"
"TECPR1","25851"
"ACBD5","91452"
"MAPK1","5594"
"NRSN2","80023"
"DENND11","57189"
"COL6A2","1292"
"ISOC1","51015"
"PLPPR2","64748"
"CDC42-AS1","112268223"
"IKBKE","9641"
"SVOPL","136306"
"DLD","1738"
"GHITM","27069"
"CEP164","22897"
"LINC01819","102723854"
"AP4B1","10717"
"PHLDA3","23612"
"RPS14P5","100133255"
"TBC1D8B","54885"
"FOSL1P1","100419062"
"PHTF2","57157"
"PDCD10","11235"
"POLR2J3","548644"
"SLC22A5","6584"
"PIAS3","10401"
"BRI3BP","140707"
"ZNF337","26152"
"PMS2P4","5382"
"FOXJ1","2302"
"KYAT3","56267"
"SMG8","55181"
"EIF4A2P1","646171"
"TANGO2","128989"
"PCNT","5116"
"MADD","8567"
"SKIL","6498"
"TRIM11","81559"
"PRR15","222171"
"ZNF707","286075"
"FSBP","100861412"
"SMU1P1","246784"
"RN7SL146P","106481827"
"SPRED3","399473"
"LINC01344","400799"
"CMSS1","84319"
"NRROS","375387"
"PPFIBP1","8496"
"SUPT5H","6829"
"TMEM199","147007"
"DYNC1LI2","1783"
"TLCD3B","83723"
"L3MBTL2-AS1","100506544"
"MGAT4B","11282"
"MFAP1P1","646755"
"PEX2","5828"
"THOC5","8563"
"PLAU","5328"
"CASTOR3",NA
"CROCC","9696"
"ABHD6","57406"
"SLFNL1","200172"
"LIG1","3978"
"RAC2","5880"
"VN1R1","57191"
"C1orf131","128061"
"PTCD1","26024"
"LINC00278","100873962"
"MRRF","92399"
"PHF7","51533"
"EHMT1","79813"
"SIRPB1","10326"
"RNU6-213P","106481244"
"PSME4","23198"
"GTF2IP4","100093631"
"EIF4EBP2","1979"
"PRR13P5","440525"
"TESK2","10420"
"FCSK","197258"
"SUDS3","64426"
"HDX","139324"
"INAFM2","100505573"
"NASP","4678"
"PAN3-AS1","100288730"
"ZNF876P","642280"
"CCDC126","90693"
"NSA2P7","100421693"
"ZNF638","27332"
"PPP1R2","5504"
"C11orf87","399947"
"ENTHD1","150350"
"CPLX1","10815"
"BHLHE40-AS1","100507582"
"FAM27E3","100131997"
"CMTM5","116173"
"FOXO3","2309"
"TRPC4AP","26133"
"FAM90A1","55138"
"ARHGEF40","55701"
"CDK12","51755"
"KBTBD4","55709"
"SH3GLB1","51100"
"SCO1","6341"
"FGF17","8822"
"DGKD","8527"
"AKAP17A","8227"
"DLGAP1-AS2","84777"
"CACNA1F","778"
"ACOT9","23597"
"HEATR5B","54497"
"USP37","57695"
"FABP3","2170"
"TMEM251",NA
"PLEKHM2","23207"
"CALHM2","51063"
"TFR2","7036"
"PFKFB2","5208"
"ABHD11-AS1","171022"
"ALDH2","217"
"PRKAR1B-AS1","101926963"
"NINL","22981"
"COMMD10","51397"
"COL11A2","1302"
"CCDC15-DT","105369547"
"GTF2IP13","101929008"
"FOXN3","1112"
"EPC1","80314"
"TOP3A","7156"
"LIMD1","8994"
"MUC19","283463"
"SP2-AS1","100506325"
"C6orf62","81688"
"HPSE","10855"
"ALCAM","214"
"MIR6813","102466741"
"PHRF1","57661"
"DUS3L","56931"
"SH3GLB2","56904"
"NEURL4","84461"
"TMEM203","94107"
"LINC00659","100652730"
"NCF2","4688"
"RHD","6007"
"DNAJC12","56521"
"BTBD1","53339"
"CNOT6","57472"
"METTL27","155368"
"JMJD7-PLA2G4B","8681"
"ACOT2","10965"
"ALOXE3P1","100420216"
"SFT2D2","375035"
"ATP9A","10079"
"MIR3189","100422943"
"GAS2L2","246176"
"UNC13B","10497"
"DSCC1","79075"
"RAB5C","5878"
"NOL11","25926"
"PTGFRN","5738"
"MEX3C","51320"
"PPIG","9360"
"GPR68","8111"
"STYXL1","51657"
"PTPRN","5798"
"ABHD11","83451"
"PIK3CD","5293"
"PIGCP1","5280"
"ORC5","5001"
"SDF4","51150"
"PLAUR","5329"
"CDC42P6","643751"
"MPHOSPH8","54737"
"ZBTB17","7709"
"SCGB3A1","92304"
"TAF7L","54457"
"CGREF1","10669"
"CDC27","996"
"ISYNA1","51477"
"ZDHHC16","84287"
"C2orf92","728537"
"MTM1","4534"
"ST7-AS1","93653"
"HSF1","3297"
"DDX55","57696"
"SPDYE19P","100130307"
"OTUD1","220213"
"SYT2","127833"
"MIR3682","100500850"
"TYRO3P","7302"
"ZBTB3","79842"
"OPN3","23596"
"CD82","3732"
"PCTP","58488"
"TRPV1","7442"
"PIP4P2","55529"
"PPM1F","9647"
"CD1E","913"
"SLC1A6","6511"
"RPL18AP2","387494"
"CES3","23491"
"SREK1","140890"
"XIAP","331"
"CCNF","899"
"DAND5","199699"
"ITFG1","81533"
"SDHC","6391"
"ZNF785","146540"
"RBMS1","5937"
"EPHA1","2041"
"GOLGA8VP","441736"
"DGKZP1","400126"
"ITPRIP-AS1","101927472"
"YBX2","51087"
"PRPF38B","55119"
"TLNRD1","59274"
"CDK6-AS1","101927497"
"SLC4A1AP","22950"
"WDR5","11091"
"PPP3CB-AS1","101929145"
"GATD3B",NA
"PAIP2B","400961"
"ALDH6A1","4329"
"PADI4","23569"
"RN7SL93P","106480947"
"RNF24","11237"
"TGM5","9333"
"IGFBP5","3488"
"HMGB3P5","645360"
"KDM2A","22992"
"CORO1A-AS1","107984834"
"FAM217B","63939"
"KPTN","11133"
"RPS10P5","93144"
"MAGIX","79917"
"MGRN1","23295"
"LRRC37A3","374819"
"JDP2-AS1","101928377"
"EPN3","55040"
"EAF1","85403"
"SH2D3A","10045"
"HNRNPA3P5","387933"
"OSBPL1A","114876"
"BNIPL","149428"
"ZNF561","93134"
"MGA","23269"
"TRIM22","10346"
"GLI1","2735"
"MYO9B","4650"
"UPF3AP3","100422343"
"DAXX","1616"
"NIP7","51388"
"ZNF271P","10778"
"CLTC","1213"
"TRUB1","142940"
"L2HGDH","79944"
"ATP6V1E1P3","729435"
"SLC30A1","7779"
"CFB","629"
"CYB561D2","11068"
"ETV4","2118"
"RNY3P8","106478985"
"MARCHF1","55016"
"PRIM2","5558"
"FAAP24","91442"
"FKBP1B","2281"
"FERMT2","10979"
"GTF2B","2959"
"TTBK2","146057"
"DDX20","11218"
"NREP","9315"
"PFN1P1","730138"
"MAF","4094"
"PPM1L","151742"
"FGFRL1","53834"
"MGAT3-AS1","104502417"
"EIF2S2","8894"
"DMXL2","23312"
"OBI1","79596"
"MIR106B","406900"
"KCNK12","56660"
"CSTF1","1477"
"PDPR2P","283922"
"RPL7P24","100127893"
"NANOGNBP3","100652831"
"TANGO6","79613"
"TMIGD2","126259"
"SPRING1","79794"
"NUDT9","53343"
