ONTOLOGY,ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
BP,GO:0030163,protein catabolic process,880,0.298898117,1.775575838,1.00E-10,2.20E-08,1.91E-08,3587,"tags=33%, list=21%, signal=28%",1991/10273/997/25906/7514/664/55850/5705/8878/8027/80204/9320/51449/4898/6049/6093/5366/5721/83547/11011/23032/84164/821/128866/55294/4905/7324/4947/7337/202052/23376/5685/11047/93974/9928/7267/10134/11267/51035/57095/8239/25831/408/8192/25898/550/84317/116988/25897/5719/10613/26046/8533/57092/9100/57589/9349/23197/23230/9529/5962/7110/3156/8945/4035/2990/51322/54583/3320/23753/9147/27243/10254/56254/54894/1027/6233/27042/80267/10210/6047/5710/6386/5694/5696/9636/57646/5691/10269/51136/29761/26001/7311/5516/7133/5715/811/1728/51028/5699/9101/10755/8754/64777/54461/84196/5684/4734/55768/5347/10015/23640/100307126/9024/6625/6125/9690/9554/54467/1649/9525/8451/26263/5930/5692/55236/4189/91782/29997/6135/84945/54664/51582/64844/23411/6790/3300/130617/324/991/8473/5887/55031/84101/10973/57805/57563/54602/10399/695/79176/11146/83737/4946/79699/10459/27339/57003/26297/11160/23291/9354/8287/80700/8065/2185/10600/81847/90637/6923/4012/6599/23761/83752/23358/10434/84727/23609/3920/27252/54431/10040/27338/5689/2332/7398/1520/7844/22898/27429/127733/8266/10533/3303/51271/1499/8450/201595/329/23190/246184/23113/57674/54764/26994/158880/25893/5747/29934/51132/55353/9736/150684/2729/9870/11315/122809/51429/825/79982/84861/23607/22954/51529/84669/55230/1200/3429/11342/28952/8697/7494/868/7078/7323/127018/23008/51079/219333/143384/3326/124997/10952/6502/64326/197131/10075/150/115992/27248/25837/55737/1642/29882/26269/51439/580/10475/122416/79654/387921/1514/81858/7874/64795/51667/81502/5702/1452/84301/9958/79018/29952/124739/7334/267/4478/7879/55212/7326/7318/23326/51343/54442/11124/201475/5566/665/1509/10616/51160/339745/137492
BP,GO:0051603,proteolysis involved in protein catabolic process,696,0.298261862,1.770150382,1.00E-10,2.20E-08,1.91E-08,3587,"tags=34%, list=21%, signal=28%",10273/997/25906/7514/5705/8878/8027/80204/9320/51449/6049/5366/5721/11011/23032/84164/821/128866/55294/7324/7337/202052/23376/5685/11047/93974/9928/7267/10134/11267/51035/57095/8239/25831/408/8192/25898/550/116988/25897/5719/10613/26046/8533/57092/9100/9349/23197/9529/7110/8945/51322/23753/9147/27243/10254/56254/54894/6233/80267/10210/6047/5710/6386/5694/5696/9636/57646/5691/10269/51136/29761/26001/7311/5516/5715/811/51028/5699/9101/10755/64777/54461/84196/5684/4734/55768/5347/10015/23640/100307126/9024/6125/9690/54467/1649/9525/8451/26263/5930/5692/55236/4189/91782/29997/6135/64844/23411/6790/3300/130617/324/991/8473/5887/55031/84101/10973/57805/57563/54602/10399/79176/11146/83737/79699/27339/57003/26297/11160/23291/9354/8287/80700/8065/2185/10600/81847/90637/6923/6599/83752/23358/84727/23609/27252/54431/10040/27338/5689/2332/7398/1520/7844/127733/8266/3303/51271/1499/8450/201595/329/23190/246184/23113/57674/54764/26994/158880/25893/5747/51132/9736/150684/2729/9870/11315/122809/79982/84861/23607/22954/51529/84669/55230/3429/11342/28952/8697/7494/7323/23008/219333/143384/3326/124997/10952/6502/64326/197131/10075/115992/27248/1642/29882/26269/51439/10475/122416/79654/387921/1514/81858/7874/64795/51667/81502/5702/1452/84301/9958/79018/124739/7334/267/55212/7326/7318/23326/51343/54442/11124/5566/10616/51160/339745/137492
BP,GO:1903047,mitotic cell cycle process,701,0.29787182,1.757996868,1.00E-10,2.20E-08,1.91E-08,3616,"tags=34%, list=21%, signal=28%",997/1032/25906/5902/701/54443/6868/60561/586/6093/5721/672/1869/3796/3688/128866/675/199/10051/255374/6651/5128/9928/9232/26065/9585/6873/23137/10983/1062/1654/5885/7272/54902/23122/131601/10640/79577/5962/983/1977/26993/10735/51322/7508/51347/55198/27243/51379/196528/6595/54998/1027/9793/26060/26586/90/54619/79915/1029/6198/54984/64859/10269/3835/81620/571/157570/9055/8877/9101/23244/10776/5925/54536/54461/5347/10015/22919/100307126/9024/902/10217/10617/7465/9525/8451/9493/6491/91782/84142/79184/29997/29072/7443/9274/9475/6790/9319/9134/55143/324/991/5591/10726/55165/9126/23157/55031/84101/1739/23116/2029/283489/55367/4436/1022/79176/51451/808/5934/1063/10459/25936/23291/65061/8065/29766/25942/10201/10600/10899/6599/24137/81565/23172/10040/6152/55904/6602/27338/10385/699/10460/3303/79003/29086/5883/2059/54908/84936/6194/8450/10592/79598/6597/10270/5422/1763/246184/86/10274/4863/23113/2770/23047/5537/1111/55125/7175/51429/4683/84861/8658/10419/1894/83987/51529/79027/9275/51776/54617/10252/10579/55763/57165/23175/8328/8697/151246/126731/81930/60672/6154/64105/9088/143384/6502/2146/3643/900/1978/7157/163786/2935/25836/1642/29882/1060/29117/146956/91607/580/11130/10263/1871/286151/8556/200942/387893/286053/55770/84250/219771/54892/8379/4173/51343/7283/84687/678/4998/29899/57492/5530/351/11073/332/8493/3192
BP,GO:0043632,modification-dependent macromolecule catabolic process,625,0.299558506,1.752419505,1.00E-10,2.20E-08,1.91E-08,3699,"tags=36%, list=22%, signal=29%",10273/997/25906/7514/5705/8878/8027/80204/9320/51449/79670/6049/11011/23032/84164/821/128866/55294/7324/7337/202052/23376/5685/11047/9928/7267/10134/11267/51035/8239/25831/408/25898/550/23318/116988/25897/5719/10613/26046/8533/57092/9100/9349/23197/9529/8945/51322/9147/27243/10254/56254/54894/6233/80267/10210/6047/5710/6386/5694/9636/57646/5691/10269/29761/26001/7311/5516/5715/811/51028/9101/10755/64777/54461/84196/5684/4734/5347/23640/100307126/6125/9690/54467/1649/9525/8451/26263/5930/5692/55236/4189/91782/29997/6135/23411/6790/3300/130617/324/991/8473/5887/55031/84101/10973/57805/57563/54602/10399/79176/11146/83737/79699/57003/26297/11160/23291/9354/8287/8065/2185/10600/81847/90637/6923/6599/23358/84727/23609/27252/54431/10040/27338/5689/7398/7844/127733/8266/3303/51271/1499/8450/201595/329/23190/246184/23113/57674/54764/26994/158880/25893/5747/51132/9736/150684/2729/9870/11315/122809/79982/84861/23607/22954/51529/84669/55230/3429/11342/28952/8697/7494/7323/23008/23016/219333/143384/3326/124997/10952/6502/64326/11340/197131/10075/115992/27248/1642/29882/26269/51439/10475/122416/79654/387921/81858/7874/87178/64795/51667/5702/1452/9958/79018/124739/7334/267/55212/7326/7318/23326/51343/54442/11124/10616/51160/339745/137492/55527/9655/55741/5393/26268/254170
BP,GO:0006974,cellular response to DNA damage stimulus,812,0.297655283,1.748781434,1.00E-10,2.20E-08,1.91E-08,4340,"tags=38%, list=26%, signal=30%",10273/1032/9874/572/56916/79677/57223/7913/5781/4170/201254/3014/9320/60561/5980/5366/10785/80010/672/10635/11011/1869/84164/151987/55294/6596/675/10538/64223/112869/84717/23376/6787/9232/84303/6873/64112/5438/23137/25898/728340/51426/57659/3981/5885/84153/375757/8533/10451/5981/11198/9100/286257/10856/55671/983/6839/10397/6877/51455/11143/51322/5965/7508/63979/51347/1859/9643/7153/196528/6595/1027/55929/6188/7178/10210/79915/51366/23347/221120/4521/2073/56949/7158/57646/29108/64859/10269/3835/571/157570/7133/55086/4841/1396/23517/23244/440275/51008/26122/4067/55602/4734/23645/5347/4255/8930/1649/8451/5930/4174/93953/8458/204851/55236/7832/84142/79184/29997/23064/64844/29072/7443/9274/23411/9319/126074/1643/324/5929/22890/5591/5887/9126/55183/598/54107/55031/83666/10973/5378/57805/55367/4436/1022/10721/10951/10459/27339/2067/57599/83443/2956/9907/10600/5536/56852/253714/6599/29844/64769/126549/10097/6602/2332/7398/10474/27086/27429/8444/65057/754/9070/29086/8505/63901/5883/253461/8450/10036/10463/10038/6597/5422/5985/1763/86/54780/9401/23047/56946/158880/1111/55702/150684/11315/4683/9937/284131/10445/22954/10519/55170/9275/51776/54617/51368/10933/5058/56907/201973/7323/3190/6154/25939/23028/9774/10075/11219/28992/900/7157/3150/25836/1642/29117/146956/91607/545/84309/580/7516/64393/9149/7874/83932/121642/64858/387893/6794/286053/25900/124739/7334/84266/84250/4913/6119/259282/4173/7318/55100/4332/23326/51343/1655/57492/11073/149840/755/8493/25896/10902/5427/11169/988/54556/9557/51341/7335/92667/57521/54840/2271/78995/115004/11335/7515/472/4796/5425/5889/54465/10467/221927/3665/4968/7486/79621/84875/5983/55578/5716/5371/4646/54969/51659/51588/8438/10010/55193/11201/64782/151636/80233/84930/2021/9985/55135/51750/2068
BP,GO:0000278,mitotic cell cycle,830,0.298208893,1.747752194,1.00E-10,2.20E-08,1.91E-08,3616,"tags=34%, list=21%, signal=28%",997/1032/81027/25906/8826/5902/701/5781/54443/6868/60561/586/6093/5721/4602/672/1869/3796/3688/128866/675/199/10051/4659/255374/6651/5128/6787/9928/9232/26065/9585/6873/23137/10983/1062/1654/5885/7272/54902/121441/23122/6249/131601/10640/79577/5962/983/1977/26993/10735/51322/7508/51347/55198/27243/51379/196528/6595/54998/1027/9793/26060/26586/90/140609/54619/79915/1029/6198/80152/6386/54984/7277/64859/10269/3835/81620/10011/571/157570/5516/9055/8877/9101/10733/23244/10776/5925/54536/54461/5347/10015/22919/100307126/9024/902/10217/10617/387103/7465/9525/8451/9493/6491/91782/7832/84142/79184/29997/29072/7443/9274/9475/23411/6790/9319/27229/9134/55143/324/991/5591/10726/55165/9126/57348/23157/55031/84101/1739/23116/2029/283489/55367/4436/1022/79176/51451/808/5934/1063/10459/25936/23291/10383/65061/8065/29766/25942/10201/10600/10899/5536/6599/24137/81565/7531/23172/10426/23063/10040/6152/55904/6602/27338/10385/10474/699/10460/3303/79003/29086/5883/2059/54908/84936/6194/1499/8450/10592/79598/6597/10270/5586/5422/1763/246184/86/10274/4863/23113/2770/23047/5537/1111/55125/7175/51429/4683/84861/8658/10419/1894/83987/51529/6990/79027/10519/9275/51776/54617/79733/10252/10579/55763/57165/23175/8328/10534/8697/151246/126731/81930/60672/6154/64105/9088/143384/6502/2146/8218/3643/900/1978/7157/163786/2935/25836/6904/1642/29882/1060/29117/146956/91607/580/6045/1877/7516/11130/10263/1871/286151/64848/8556/200942/387893/286053/55770/6777/84250/219771/6119/54892/8379/4173/23326/51343/7283/84687/678/4998/29899/57492/5530/351/11073/10910/332/8493/3192
BP,GO:0044265,cellular macromolecule catabolic process,903,0.290105093,1.735563167,1.00E-10,2.20E-08,1.91E-08,3658,"tags=34%, list=22%, signal=28%",10273/997/3669/25906/7514/81892/5705/8878/8027/80204/9320/55629/23405/51449/79670/6049/6093/11011/1869/23032/51690/79002/84164/821/128866/55294/7324/170506/192670/65110/7337/202052/23376/10643/5685/11047/9928/7267/10134/11267/51035/8239/25831/408/25898/550/6832/23318/22894/116988/25897/26986/5719/84153/10613/26046/8533/57092/9100/9349/23197/23658/9529/8945/6036/5317/23369/2990/51322/9147/27243/10254/56915/56254/54894/6233/80267/10210/23589/6047/5710/6386/5694/9636/57646/5691/246175/10269/29761/26001/7311/5516/2107/7133/5715/811/5073/51028/10128/22803/9101/23517/10755/64777/54461/84196/5684/4734/55768/131870/5347/23640/100307126/6125/9690/57819/54467/1649/9525/8451/26263/5930/54888/5692/55236/4189/91782/7832/29997/201626/6135/9475/23411/6790/3300/56829/130617/324/991/8473/5887/115752/55031/84101/10973/219988/440823/8241/57805/55596/57563/54602/10399/695/79176/23034/11146/83737/79699/399664/57003/26297/23019/11160/23291/9354/8287/8065/2185/60528/10600/81847/90637/6923/6599/23358/9967/26523/84727/23609/54464/27252/54431/10040/80335/57721/27338/5689/2332/7398/7844/127733/8266/6037/3303/51271/6050/1499/8450/65109/201595/329/79882/23190/1763/9811/246184/23113/57674/54764/26994/158880/7188/6556/25893/5747/51132/9736/150684/2729/9870/11315/122809/79982/26019/84861/23607/22954/51529/84669/5511/55230/54512/3429/11342/55095/28952/8697/7494/389421/7323/23008/23016/219333/143384/3326/124997/10952/6502/64326/11340/197131/10075/11219/115992/27248/2935/1642/29882/26269/253943/51439/9337/10475/122416/23185/79654/387921/1514/2926/81858/7874/87178/64795/167153/51667/10940/5702/1452/9958/79018/124739/7334/267/57690/55212/7326/7318/23326/51343/54442/11124/678/1655/8761/10616/51160/339745/137492/55603/3192/55527/55544/9655/55741/51154/5393
BP,GO:0019941,modification-dependent protein catabolic process,613,0.298241789,1.716486447,1.00E-10,2.20E-08,1.91E-08,3491,"tags=34%, list=21%, signal=28%",10273/997/25906/7514/5705/8878/8027/80204/9320/51449/6049/11011/23032/84164/821/128866/55294/7324/7337/202052/23376/5685/11047/9928/7267/10134/11267/51035/8239/25831/408/25898/550/116988/25897/5719/10613/26046/8533/57092/9100/9349/23197/9529/8945/51322/9147/27243/10254/56254/54894/6233/80267/10210/6047/5710/6386/5694/9636/57646/5691/10269/29761/26001/7311/5516/5715/811/51028/9101/10755/64777/54461/84196/5684/4734/5347/23640/100307126/6125/9690/54467/1649/9525/8451/26263/5930/5692/55236/4189/91782/29997/6135/23411/6790/3300/130617/324/991/8473/5887/55031/84101/10973/57805/57563/54602/10399/79176/11146/83737/79699/57003/26297/11160/23291/9354/8287/8065/2185/10600/81847/90637/6923/6599/23358/84727/23609/27252/54431/10040/27338/5689/7398/7844/127733/8266/3303/51271/1499/8450/201595/329/23190/246184/23113/57674/54764/26994/158880/25893/5747/51132/9736/150684/2729/9870/11315/122809/79982/84861/23607/22954/51529/84669/55230/3429/11342/28952/8697/7494/7323/23008/219333/143384/3326/124997/10952/6502/64326/197131/10075/115992/27248/1642/29882/26269/51439/10475/122416/79654/387921/81858/7874/64795/51667/5702/1452/9958/79018/124739/7334/267/55212/7326/7318/23326/51343/54442/11124
CC,GO:0140535,intracellular protein-containing complex,827,0.287894252,1.690093936,1.00E-10,2.20E-08,1.91E-08,3630,"tags=33%, list=22%, signal=27%",10273/25906/5573/5705/701/80204/23405/5980/339287/22878/5564/5721/84433/672/3796/23032/54623/55294/675/56655/64223/51520/7324/1615/192670/8409/112869/7337/84265/5685/11047/3315/6873/55703/55004/5438/25898/550/728340/140459/3981/25897/5719/84153/57589/286257/5441/80155/79577/54913/10856/1977/79612/6877/6885/26009/11143/8945/3735/203228/80018/57643/23753/51693/9643/10048/5577/4144/80067/56254/26258/1027/55929/5140/10210/10728/7257/339487/84316/5710/8624/6882/5694/5696/6917/5691/30834/246175/51134/11275/5715/10623/5699/2957/55278/64777/54461/26122/5435/5684/4734/51728/3257/2647/79657/23492/902/55615/9690/51105/54467/5532/8451/5434/9493/5692/79184/60560/400569/51637/23649/9646/1643/324/991/8473/5591/5887/2960/54107/55031/55197/171568/80746/57805/57563/4289/1022/79176/8575/11146/5576/54344/1063/79699/10459/57003/23019/23291/83443/9354/253260/8065/10238/90637/10422/5536/56852/6923/54880/64769/26523/5567/84727/389541/27252/8649/27338/5689/2332/5431/10474/2512/60684/1499/8450/3376/6015/5422/246184/86/23113/79872/26994/150684/84902/6884/10471/84861/1894/10445/51529/84733/5229/80323/55250/10933/23248/8697/201973/84062/81887/54859/54108/23008/5711/3326/553115/6502/64326/197131/28956/84541/6875/5613/23191/26262/5439/10542/1642/29882/1460/10943/26269/51439/4008/146956/122553/580/6045/9337/4790/122416/9859/55421/55718/119032/81858/64795/167153/51646/10940/5702/1452/147965/79018/7994/6794/51367/7334/267/9767/79871/23326/51343/122830/54442/54876/5566/5530/10616/55832/80325/339745/3054/10910/3192/55527/10902/23587/5427
BP,GO:0033365,protein localization to organelle,823,0.287555009,1.684574567,1.00E-10,2.20E-08,1.91E-08,3074,"tags=29%, list=18%, signal=25%",29106/9135/200894/7514/9648/83538/701/10059/8878/8027/79158/10527/3099/9530/387680/3012/7037/54623/128866/27072/55294/26521/54543/80351/675/3998/112869/57560/6272/3840/3265/3009/64770/8546/3839/93974/10134/11267/51304/9585/27113/64112/23137/550/1654/375056/51569/5885/6029/7272/3976/8367/3843/9349/55916/23230/2804/51024/5962/10526/10856/983/26519/23515/23480/11143/253725/84376/114882/3320/5189/55198/22994/10254/8841/26060/55929/8031/23788/27042/51715/29927/10210/51366/26517/51016/400916/3717/9765/9636/54984/27341/81573/130916/26985/81620/51134/4074/22930/157570/55831/374666/811/56993/51028/92609/3836/5925/4734/23645/5347/22919/26061/57082/9972/285331/5289/1649/6491/91782/29997/6135/54332/29072/140823/7443/6730/9475/221322/6790/59286/130617/23649/324/10133/84572/102/57142/25782/5870/10452/83666/1739/55704/26092/283489/4000/706/10982/4436/808/57003/5903/727851/26953/25942/90637/378707/23208/83752/7531/389541/3920/152559/55506/23063/382/159686/27429/7072/8266/51271/65057/79003/754/60559/9409/54908/10204/9818/134266/54832/51068/8366/378/4001/55125/6731/9218/7175/79809/25792/11315/10762/3087/8658/1894/23607/10445/4928/7095/79989/10634/9451/1200/8360/11014/284361/868/3728/10328/7323/3842/51079/11231/3326/10952/2146/8361/10347/90196/10075/10049/9520/1408/54469/7157/23471/26262/25836/10542/55737/9179/51574/8368
CC,GO:1990234,transferase complex,766,0.282238269,1.65995734,1.00E-10,2.20E-08,1.91E-08,3645,"tags=33%, list=22%, signal=27%",10273/1032/25906/116150/5573/79677/1612/6636/701/80204/5980/339287/10785/5564/672/51719/23032/54623/55294/675/56655/7324/7046/112869/84265/6632/6873/55703/5438/23137/10983/25898/550/728340/140459/25897/8835/5634/27013/5441/80155/79577/4149/10856/983/79612/6877/6885/26009/11143/8945/80018/57643/9643/10048/5577/4144/80067/56254/1027/55929/90/54619/10210/55437/84316/6882/6917/29108/30834/10558/5291/11275/10623/2957/7403/23533/64777/54461/26122/5435/4734/51728/6633/1147/23492/902/51105/54467/9821/5289/8451/5434/79184/60560/5286/400569/51605/8411/9134/23649/9646/1643/991/5929/8473/5591/84572/2960/23512/54107/55031/55197/171568/6635/57563/5214/6628/84061/4289/26121/1022/79176/11146/5576/54344/5584/79699/10459/5903/23291/9589/83443/9354/8065/10238/10422/56852/6923/54880/64769/5567/84727/27252/115708/80335/57721/27338/5431/51144/10474/2162/9070/7048/9091/8450/201595/55697/51125/6015/5422/246184/86/54780/23113/79872/26994/1154/23590/150684/6884/904/122809/84861/10419/10445/51529/84733/5229/23067/64783/27043/10933/8085/23248/8697/201973/81887/54108/23008/29915/553115/6502/2146/64326/197131/84541/6875/29110/5613/3643/900/79691/26262/5439/1642/29882/1460/10943/26269/51439/4008/580/6045/122416/55718/171546/81858/1122/64795/167153/51646/79018/7994/6794/286053/23091/7334/267/84250/219771/259282/9767/79871/23326/51343/122830/54442/8726/146850/54876/5566/10616/55832/80325/339745/3054/81890/10910/55527/10902/5427/9655
BP,GO:0060548,negative regulation of cell death,751,0.277220279,1.643213329,1.00E-10,2.20E-08,1.91E-08,3142,"tags=27%, list=19%, signal=23%",566/1032/4353/3091/114769/29937/3815/51316/664/26155/1612/5705/4170/11151/9530/6093/672/6197/7037/7057/3688/79228/79886/128866/347902/199/64223/57181/7001/7046/192670/6651/23376/3265/55074/4043/9928/27250/23394/3397/3315/81704/1654/6832/3981/8835/51569/2122/80155/79577/9529/983/6134/79612/358/5166/7110/663/5978/2026/7534/642658/63979/246330/27243/4680/5588/7422/8841/307/1027/51542/90/6480/7178/10210/79915/55437/84316/6198/2073/3717/5478/92140/3845/6189/5291/64780/7133/8877/4841/1728/2879/10771/5925/5347/4722/100307126/55615/4255/10617/9821/9525/9093/6491/2537/2739/91782/7832/201626/3690/60560/3958/57343/23064/64844/23411/58533/6790/4929/5591/5763/598/55031/5610/57805/5139/4000/55367/4436/10399/83737/5584/6647/2671/253260/54700/2185/25942/81567/56852/2623/27252/3685/27086/27429/8444/3303/754/468/6194/1499/51060/329/10038/5151/378/55364/5272/5747/8887/2729/9870/5062/11315/825/6418/22954/4091/10519/84883/30061/4690/4057/8539/8848/7494/135112/83596/84062/54920/3190/51079/2632/7416/96459/27166/3326/57448/23028/5036/10049/54469/900/7157/10542/55737/1642/2023/3572/10105/580/4790/1491/7516
BP,GO:0051726,regulation of cell cycle,951,0.261677142,1.577064628,1.00E-10,2.20E-08,1.91E-08,3627,"tags=31%, list=22%, signal=26%",1032/25906/7514/8826/5902/701/5781/54443/127933/6868/10527/3726/3014/55787/60561/5721/672/10635/1869/65979/9738/3688/54623/128866/55294/675/199/10051/3727/7046/255374/6733/112869/1024/6651/5128/3265/4591/9928/9232/9585/23137/4616/10983/1062/1654/5788/5885/7272/3976/131601/2122/27013/3843/9349/79577/3659/5962/10856/983/1977/6839/6210/26009/11143/8945/79848/51322/7508/10912/63979/51347/55198/27243/26959/22994/9643/51379/196528/6595/54998/1027/26060/55929/441272/90/140609/54619/79915/1029/6047/6198/442572/6386/54984/7158/57646/5325/463/64859/1982/10269/81620/10011/26001/1870/9055/811/8877/10733/10755/440275/5925/54461/26122/23645/131870/5347/10015/100307126/28227/23481/902/10217/2852/5289/1649/7465/9525/8451/54888/9493/6491/91782/7832/84142/79184/29997/29072/9274/9475/23411/6790/9319/9134/55143/324/991/5591/598/55031/84101/1739/57805/5139/55660/55367/4436/10399/56981/1022/51451/808/5934/1063/10459/27339/65061/26973/29766/25942/10201/10600/6599/29844/64769/7531/23063/168451/10040/55904/6602/10385/10474/27429/8444/699/10460/3303/29086/55249/1192/5883/54908/84936/1499/8450/10592/79598/329/6597/5586/1763/246184/86/23113/2770/158880/1111/7175/904/80179/4683/3087/84861/8658/10419/1894/10445/83987/22954/51529/6990/79027/9275/51776/54617/79733/10933/57165/6494/8328/8697/126731/932/441273/60672/6154/9088/3326/6502/2146/57448/286826/259266/153241/3643/900/1978/7157/81928/442590/163786/1642/29882/29117/146956/91607/545/580/1877/11130/10263/87178/286151/6665/493/64848/8556/10370/2869/6774/6794/286053/6777/84250/219771/6119/54892/9767/8379/23326/51343/84687/678/4998/5566/29899/57492/351/11073/3054/332/25896/3192/79959/26054/10902
