Geneid	L1	L2	L3	L4	R1_1	R1_2	R1_3	R1_4
LINC02868	0	0	0	0	0	0	0	0
LINC01753	0	0	0	0	0	0	0	0
DPYD-AS1	0	1	0	1	0	0	0	0
CTTNBP2NL	6	14	19	19	84	30	73	64
PDE4DIPP5	0	0	0	0	0	0	0	0
SORT1	57	47	63	77	330	204	304	305
RBMX2P3	0	3	0	1	1	2	2	0
LINC01676	0	0	0	0	1	0	0	2
DNAI3	0	0	0	1	0	0	0	0
HIPK1-AS1	15	54	70	71	47	34	25	39
LINC01525	0	0	0	0	0	0	1	0
STRIP1	183	191	242	252	440	304	403	443
BCL2L15	3	12	5	2	12	18	3	16
TPI1P1	59	38	39	48	172	130	127	178
SLC25A24	4	3	9	16	50	63	52	60
PLPPR5	0	0	0	0	0	0	0	0
MYBPHL	0	0	2	0	0	2	0	1
PIFO	9	3	8	1	3	1	1	0
SLC25A24P1	0	0	0	0	0	0	0	0
LINC01650	0	0	0	0	0	0	0	0
TSPAN2	1	0	1	0	3	0	2	0
GAPDHP23	0	0	0	0	0	0	0	0
LINC01776	0	0	0	0	0	1	0	0
RPL26P9	0	0	0	0	0	0	0	0
LRIG2	42	32	35	42	78	77	89	103
PSMA5	1191	805	1523	1584	1690	1527	1273	1943
SLC35A3	44	41	52	75	175	117	197	201
AGL	54	13	34	46	136	94	168	146
SLC6A17	0	0	0	0	0	0	0	0
HSD3B2	0	0	0	0	2	1	0	2
PTPN22	9	0	2	16	58	25	60	47
CHIAP3	0	0	0	0	0	0	0	0
COL11A1	0	0	0	3	3	4	0	0
RPS3AP12	0	2	0	3	1	0	1	0
GAPDHP64	1	0	0	0	0	0	0	0
RNPC3	68	37	66	60	159	119	147	214
SNX7	0	0	0	0	0	1	0	0
AP4B1	117	138	235	256	261	206	181	239
LINC01709	3	0	0	0	0	0	0	0
SARS1	3311	2553	3721	4523	8766	6539	7431	9679
SLC30A7	22	7	13	21	102	50	76	74
SLC16A1-AS1	21	13	23	33	44	22	33	38
GSTM1	0	0	0	0	1	0	0	1
SEC22B	134	31	73	94	605	430	635	679
MYSM1	79	43	74	66	240	157	244	226
CYP4A44P	0	0	0	0	0	0	0	0
PTGFRN	1	2	1	0	12	3	6	18
HSD3BP1	0	0	0	0	0	0	0	0
BCAS2	294	163	302	394	646	488	478	659
ZNF326	1812	1271	2040	2599	5646	4372	4692	5728
RNVU1-8	0	0	0	0	0	0	0	0
TRIM45	31	39	48	46	95	60	89	67
RPS26P15	1	0	1	0	1	0	0	1
NBPF17P	0	0	0	0	0	2	0	1
SEPTIN2P1	1	0	0	0	0	0	1	0
NBPF5P	0	0	0	0	0	0	0	0
DPYD-AS2	0	0	0	0	0	0	0	0
VANGL1	79	55	97	100	165	106	162	192
LINC02788	0	0	0	0	1	0	0	0
VPS25P1	0	0	0	0	0	0	0	0
LINC01780	0	0	0	0	0	0	0	0
TENT5C	415	400	548	842	1395	993	1178	1503
PDZK1	2	4	16	7	11	1	7	7
RPL7AP15	0	0	0	0	2	0	0	0
NBPF25P	0	0	0	3	6	5	9	12
LINC01731	0	0	0	1	0	0	0	0
NBPF8	7	17	12	48	89	35	121	141
GAPDHP74	0	0	0	0	0	0	0	0
VPS45	91	78	97	154	307	247	242	303
CLCA4-AS1	1	1	6	2	3	7	2	4
LINC01397	0	2	0	0	0	0	0	0
MTND5P20	3	0	0	0	0	0	0	0
RNF115	414	425	561	721	1215	887	1070	1311
SYCP1	4	4	4	3	5	8	6	4
PIP5K1A	46	82	87	81	241	174	234	242
GDAP2	24	27	35	60	119	84	107	129
PRPF3	1047	711	1077	1377	2458	1704	2029	2603
NEFHP1	0	0	0	0	1	1	0	0
DCLRE1B	109	81	133	172	394	299	372	410
VDAC2P3	0	0	0	1	1	0	0	1
FTLP17	0	0	0	0	0	0	0	0
HYDIN2	0	0	0	0	0	0	2	0
HIGD1AP12	0	0	0	0	0	0	0	0
TSHB	0	0	0	0	0	0	0	0
POGZ	116	141	172	223	426	297	401	414
SOD2P1	0	0	0	0	0	0	0	0
C1orf54	18	13	9	24	16	13	12	12
WDR3	216	128	181	303	1130	745	1053	1185
PLEKHO1	36	50	61	67	62	49	39	50
LINC02798	0	0	0	0	0	0	1	0
PSMC1P12	0	0	0	0	0	0	0	0
SLC22A15	9	4	3	13	14	7	17	14
SCNM1	332	340	553	582	366	385	320	416
FLG	0	0	0	0	0	0	0	0
ALX3	0	0	0	0	0	0	0	0
RPS15AP9	0	0	0	0	0	0	0	0
NHLH2	0	0	0	1	0	1	0	0
TRIM33	77	95	124	195	459	248	500	486
H3P4	0	0	0	0	0	0	0	0
FLG-AS1	3	0	0	0	5	0	2	0
PDE4DIP	25	39	31	18	107	137	117	125
CDC14A	31	42	72	78	197	180	212	216
CD53	64	20	47	65	366	234	344	423
RLIMP2	0	0	0	0	0	0	0	0
AP4B1-AS1	6	0	0	0	0	2	0	6
APH1A	152	157	223	217	418	255	318	393
MTIF2P1	0	0	0	0	1	1	0	0
FLG2	0	0	0	0	2	0	0	1
SRGAP2C	23	4	9	33	43	33	35	37
SPAG17	0	4	7	8	4	3	6	1
CIART	11	3	5	1	37	16	23	40
SRGAP2-AS1	0	0	0	0	0	0	0	0
TTF2	112	97	92	102	522	299	472	493
S100A7	0	0	0	0	0	0	0	0
UBE2WP1	0	0	0	0	0	0	0	0
PGLYRP4	0	0	3	3	6	1	1	1
RPL6P2	0	0	0	0	0	0	0	0
GATAD2B	84	164	134	171	290	195	242	242
SLC6A17-AS1	0	0	0	0	0	0	0	0
NPR1	0	1	2	0	0	1	2	2
HNRNPA1P43	0	0	0	0	0	0	0	0
MAGI3	30	34	54	55	188	91	193	164
EIF2S2P5	0	0	0	0	1	0	0	0
PGBP	0	0	0	0	0	0	0	3
LINC02586	0	0	0	0	0	0	1	0
LINC01649	0	0	2	0	1	2	0	0
S100A7L2	0	0	0	0	0	0	0	0
UBL4B	0	0	0	0	0	0	0	0
SLC27A3	32	87	46	70	79	71	48	93
GABPB2	524	668	833	1092	1382	1050	1097	1456
CA14	0	11	6	17	13	8	2	4
AQP10	7	4	22	6	16	14	18	11
CD5L	0	0	0	0	0	0	0	0
S100A8	49	51	85	61	15	9	13	21
LINC01761	0	0	0	0	0	0	0	0
CDK4P1	0	0	0	0	0	0	0	0
LINC01768	0	3	1	0	3	1	0	0
SELENBP1	372	450	626	692	406	371	316	422
FMO5	7	5	11	1	40	25	31	26
NBPF13P	0	0	0	0	0	0	0	2
HAO2-IT1	0	0	0	0	0	0	0	0
TXNP3	0	0	0	0	0	0	0	0
GEMIN2P1	0	0	0	0	0	0	0	0
LINC02772	208	183	247	377	135	106	110	153
RPS29P29	0	0	0	0	0	0	0	0
PDE4DIPP6	9	8	8	8	28	14	18	27
S100A9	617	642	1109	965	191	195	180	237
S100A15A	0	0	0	0	0	0	0	0
ELL2P1	0	0	1	0	5	3	7	2
LYSMD1	39	33	38	45	95	56	72	93
KCNN3	0	0	1	0	1	0	0	1
PFN1P2	3	0	0	3	4	0	3	4
ELOCP19	0	0	1	0	0	5	5	1
VANGL2	1	6	7	9	10	15	3	13
PNRC2P1	0	0	0	2	1	3	0	3
NUP210L	0	16	11	10	5	19	1	4
DENND2C	0	2	0	3	5	9	4	7
PRR9	0	0	0	0	0	0	0	0
TPM3	6889	3954	4638	5999	28995	18663	26039	30246
CD2	0	2	0	0	2	3	0	1
LINC02799	0	0	0	0	0	0	0	0
LINC01661	0	0	0	0	0	3	1	0
ALG6	12	9	16	27	32	40	43	40
DEPDC1	121	82	116	158	556	355	550	603
PKMP1	0	0	0	0	0	0	0	0
PPIAP7	0	0	0	0	0	0	0	0
OR10AE1P	0	0	0	0	0	0	0	0
LINC02806	0	0	0	0	0	0	0	0
FCGR1B	0	1	2	0	1	0	0	3
MRPS21P2	0	0	0	0	0	0	0	0
ELOCP20	0	0	0	0	0	0	0	0
NDUFA5P10	4	0	0	0	0	0	0	0
SMIM42	0	2	0	0	0	3	0	0
GPR89A	77	93	176	148	164	156	159	201
LORICRIN	0	0	0	0	0	0	0	0
C1orf189	0	0	0	2	0	0	0	3
INTS3	390	560	665	742	1408	987	1079	1330
NR1H5P	0	0	0	0	0	0	0	0
S100A12	0	3	2	1	4	3	2	1
GTF2B	578	186	362	503	1651	1266	1542	1870
MTCO2P21	0	0	0	0	0	0	0	0
TNFSF4	0	0	0	0	2	1	3	1
C1orf226	0	2	4	4	4	2	3	3
S100A7A	0	0	0	1	1	2	1	0
HNRNPA1P68	2	3	0	0	0	2	0	3
PFN1P12	0	0	0	0	0	0	0	0
KCNJ9	0	1	2	0	0	4	0	0
CSF1	32	98	81	91	251	149	223	233
MTATP6P14	0	1	0	0	0	0	0	0
NKAIN1P1	0	0	0	0	0	0	0	0
DHCR24-DT	4	0	0	3	0	0	0	0
VDAC1P9	0	0	0	0	0	0	0	0
CGN	4	9	8	21	64	32	38	35
LINC02805	0	5	12	17	3	5	3	4
TNFAIP8L2	51	66	125	106	75	64	35	73
RGS5	31	28	54	44	39	31	23	62
UBAP2L	1498	3345	3109	3066	6902	3902	6775	6437
FMO8P	0	0	0	0	0	0	0	0
SSBL4P	0	0	1	4	5	1	1	4
NAP1L4P1	14	37	45	54	42	27	29	28
SEC22B4P	3	2	2	1	6	3	1	2
LMX1A-AS1	0	0	0	0	0	0	0	0
LINC01307	0	0	0	0	0	0	0	0
IGSF8	27	48	24	38	84	53	52	87
MPC2	177	154	288	343	261	308	200	345
LAPTM4BP1	0	0	0	0	0	0	0	0
TLCD4-RWDD3	2	0	0	7	2	2	0	3
SLAMF6	2	2	1	0	6	2	10	1
SLC25A24P2	0	0	0	0	0	0	0	0
FMO11P	0	0	0	0	0	0	0	0
LINC00624	2	0	0	0	1	0	0	1
CD160	3	2	0	4	5	1	1	2
C1orf112	36	22	24	27	70	49	39	79
FAM78B	0	0	0	0	0	2	0	0
PYHIN1	2	0	1	0	0	0	0	0
LAMC1	186	154	283	278	1248	810	1108	1330
CD1D	6	17	12	20	25	15	23	32
MGST3	368	337	566	707	539	411	397	605
S100A7P1	0	0	0	0	0	0	0	0
CASQ1	12	9	13	15	11	8	9	17
FCRL5	1	0	1	1	1	4	0	2
NCSTN	108	74	58	87	350	246	400	418
FASLG	0	0	1	0	0	0	0	1
LINC01701	0	0	0	0	0	0	0	0
SPATA46	0	0	0	0	0	0	0	0
ILF2	4770	4518	7140	8094	9457	7515	6788	9742
TIPRL	191	165	291	333	605	503	568	682
NME7	185	85	194	187	304	302	290	335
RCSD1	84	107	124	139	205	149	160	197
FDPSP1	0	0	0	2	0	0	0	0
TNR	2	1	0	0	1	0	1	0
SFT2D2	42	45	47	101	181	126	152	167
FAM78B-AS1	0	0	0	0	0	0	0	0
UCK2	148	145	173	210	399	279	357	380
PIGM	21	18	45	52	74	65	68	79
FAM20B	232	241	391	495	997	632	1041	972
LINC01720	0	0	0	0	0	0	0	1
XCL2	0	0	0	0	0	1	0	0
RPSAP16	0	0	2	4	2	4	0	0
QSOX1	60	87	92	124	124	69	75	116
LRRC8D-DT	1	7	4	9	18	1	8	6
POU2F1	89	118	140	168	258	186	217	237
CNN2P10	0	0	0	0	0	0	0	1
KIFAP3	128	69	169	183	487	335	411	518
AXDND1	7	0	2	5	2	3	8	5
LAMC1-AS1	0	0	0	0	0	0	0	0
TNR-IT1	0	0	0	0	0	0	0	0
MTCO1P14	0	0	0	0	0	0	0	0
SLC25A38P1	0	0	0	0	0	3	0	0
TBX15	0	0	1	0	0	0	0	0
RPL34P1	0	0	0	0	0	0	0	0
SUMO1P3	2	3	2	3	1	3	4	3
CD48	14	6	13	21	27	21	22	21
MRPS10P1	0	0	0	0	0	0	0	0
COPA	387	355	347	439	1596	958	1456	1568
RXRG	0	0	0	0	0	1	0	1
LINC01657	0	0	0	0	0	0	0	0
TPR	3293	1741	2950	4489	13338	8812	12913	13486
ATP1A2	0	0	0	0	1	5	1	0
METTL18	64	52	99	89	94	103	95	149
RPSAP18	1	2	1	2	2	4	3	2
SH2D1B	0	0	0	0	0	0	0	0
LINC01680	0	0	0	0	0	0	0	0
CHIA	0	0	0	0	0	0	0	0
PRELID1P7	0	0	0	0	0	0	0	0
CRYZL2P-SEC16B	0	0	4	0	0	0	0	0
EXTL2	50	26	37	57	134	118	114	174
DCAF8	130	154	223	239	365	292	354	406
ANKRD36BP1	0	0	0	0	0	0	0	0
KIRREL1	0	0	1	0	1	3	2	0
ANP32E	2859	3280	4077	4854	9533	6450	9060	9225
DDX59	120	90	144	201	501	431	414	555
NIBAN1	380	467	589	677	1281	773	1316	1345
PHBP11	0	0	0	0	1	0	1	0
LPGAT1-AS1	0	0	0	0	0	3	0	0
AKR1D1P1	0	0	0	0	0	0	0	0
CRYZL2P	30	72	94	105	22	38	29	44
WDR82P2	0	0	0	0	0	0	3	0
RPL5P6	0	0	0	0	1	0	0	0
LHX4	7	6	8	7	4	2	6	3
AGO3	44	60	47	68	188	123	184	181
SEC22B3P	0	0	0	0	0	0	0	0
OR10J5	0	0	0	0	0	0	0	0
LAMC2	0	0	0	0	0	1	0	1
ACTBP11	1	3	0	1	7	1	1	2
DDX59-AS1	0	0	0	0	0	1	0	0
CD58	428	376	578	657	822	779	761	1021
RPL35AP7	0	0	0	0	0	0	0	0
MEF2AP1	0	0	0	0	0	0	0	0
HSPE1P6	0	0	0	0	1	0	0	0
EEF1A1P14	0	0	0	0	1	0	0	0
RGS2	43	11	17	34	69	28	28	49
RPS29P4	0	0	0	0	0	0	0	0
C4BPB	0	0	0	0	0	0	0	0
GPA33	0	0	0	2	1	0	0	0
XCL1	0	0	0	0	0	1	0	0
LINC02818	0	0	0	0	0	0	0	2
LINC01633	0	0	0	0	0	0	0	0
CICP5	0	3	0	1	5	0	1	2
NHLH1	0	2	7	6	4	0	2	1
SETP9	0	0	0	0	0	0	0	0
LINC02770	1	0	0	0	0	0	1	2
KCNJ10	2	8	7	8	13	4	4	6
C4BPA	0	0	0	2	0	0	1	2
CFH	10	6	14	14	85	62	74	70
SEPTIN7P13	1	4	4	7	20	20	34	44
LINC02775	0	0	0	0	0	1	0	0
NUF2	807	482	929	1096	1945	1502	1508	2029
TUBB8P9	0	0	0	0	0	0	0	0
MFSD4A	6	3	0	8	16	5	5	8
TBX19	0	0	7	0	3	5	4	7
GCSHP5	38	34	29	58	53	51	59	83
NR5A2	0	1	5	10	3	5	5	6
POU2F1-DT	0	0	0	2	0	0	1	0
LINC02803	0	2	0	1	0	0	0	3
RGS8	0	0	1	0	0	2	2	2
SCYL3	58	34	49	51	144	85	115	156
DUSP10	22	9	23	13	42	41	50	40
KIRREL1-IT1	0	0	0	1	2	3	0	0
LINC02802	0	0	0	0	0	0	0	0
QRSL1P1	0	0	0	0	0	0	0	0
LINC02768	0	0	0	0	0	0	0	0
LELP1	0	0	0	0	0	2	0	0
NMNAT2	0	0	0	0	0	1	0	0
CCT8P1	19	12	15	21	63	52	51	59
LINC01139	0	0	0	0	0	0	0	0
TARBP1	51	71	100	114	382	241	385	392
SEPTIN14P21	0	0	0	0	1	0	0	0
CREG1	633	536	1026	1193	1370	1237	1218	1464
CBX1P3	0	0	0	0	0	2	1	0
PDE4DIPP2	2	13	0	5	34	20	22	17
LY9	26	15	32	38	18	17	6	21
TDRD5	0	0	1	0	0	1	0	0
ISCUP1	0	0	0	0	0	0	0	0
SCCPDH	126	62	109	145	379	287	315	461
CEP350	127	183	246	398	779	521	751	695
IRF6	125	80	130	236	499	321	399	486
ELK4	92	123	155	187	267	175	200	264
HNRNPA1P46	0	0	0	0	0	0	0	0
FTH1P2	16	30	38	45	35	33	12	39
TFB2M	108	30	59	79	246	174	221	297
LYPLAL1	51	54	88	91	76	62	55	60
MPZL1	26	34	27	40	87	56	95	97
INTS7	146	104	202	183	225	163	191	197
RPS29P5	0	0	2	0	0	0	0	0
CATSPERE	1	2	3	4	2	4	8	4
TFDP1P1	0	0	0	2	0	0	0	0
PRDX6	1001	750	1365	1536	1516	1421	1301	1859
GGPS1	20	27	29	57	62	37	41	71
EDARADD	12	13	13	7	19	27	29	34
FMO7P	0	0	0	0	0	0	0	0
RPL35AP6	0	0	0	0	0	0	0	0
LINC01655	0	0	0	0	0	0	0	0
BRINP3	0	2	0	0	1	4	1	0
ATP5MC2P1	0	0	0	0	0	0	0	0
LMX1A	0	0	0	0	0	1	0	0
ADCY10	3	0	1	1	1	0	1	0
ZNF648	1	0	0	0	0	0	0	0
SELE	0	2	0	0	0	0	0	0
GPATCH2	49	36	39	56	235	137	269	248
SMYD2	106	38	71	86	224	174	171	219
FCRL4	1	0	0	0	0	0	0	0
SELL	13	1	2	1	2	3	4	10
PBX1-AS1	0	1	0	0	1	0	1	0
CYCSP5	0	0	0	0	0	0	0	0
DPT	0	1	0	0	0	0	0	0
MTCO1P38	0	0	0	0	0	0	0	0
LINC01760	0	0	0	0	0	0	0	0
C4BPAP1	0	0	0	0	0	0	0	0
CAPN8	2	3	1	4	1	3	0	0
RHOU	4	0	3	3	6	0	2	3
TOR3A	687	1016	1662	1599	1373	1228	954	1468
FCRL3	1	0	0	1	3	0	1	0
SIGLEC30P	0	0	0	0	0	0	0	0
RPS3AP10	0	0	0	0	0	0	0	0
RNF2	55	30	43	58	180	117	190	176
LINC01696	0	0	0	0	0	0	0	0
LINC01688	0	0	0	0	0	0	0	0
KDM5B	155	113	164	215	711	426	699	672
RGS5	4	8	5	9	2	9	3	2
CICP21	0	1	0	0	0	0	1	0
FCRL2	0	0	0	0	0	0	0	0
SPATA17	2	2	3	0	6	6	2	4
LINC01354	0	0	0	0	1	0	0	0
PRRX1	0	0	1	0	0	0	1	1
LINC02257	0	0	0	0	0	0	0	0
IVNS1ABP	353	220	304	550	988	709	1108	1122
LYPLAL1-AS1	4	2	0	0	0	0	0	0
ERLNC1	0	0	0	0	0	3	0	0
SNRPEP10	0	0	0	0	0	0	0	0
C8B	0	1	0	0	0	1	0	0
ASTN1	0	1	0	0	0	0	1	0
FMO10P	0	0	3	0	0	0	1	1
LINC01698	0	0	0	0	2	0	1	0
KRT18P32	0	0	0	0	0	0	0	0
RIMKLBP2	0	0	0	2	1	2	0	0
DTL	172	106	189	231	423	304	405	428
TRMT1L	56	40	63	85	315	225	380	398
LINC02474	0	0	0	0	0	0	0	0
HSD11B1	0	0	0	0	0	1	1	0
LINC01347	4	26	30	20	31	27	19	20
SOAT1	35	18	25	31	109	62	95	107
SPATA17-AS1	6	0	0	0	0	0	0	0
USH2A-AS2	0	0	0	0	0	0	0	0
BATF3	4	1	5	3	4	1	2	7
MIPEPP2	0	0	0	0	0	2	0	0
CNST	57	48	49	92	256	160	281	303
FTH1P25	0	0	2	0	0	0	0	0
C4BPAP2	0	0	0	0	0	0	0	0
SOX13	5	19	19	11	23	21	6	23
SRP14P4	4	0	0	0	0	0	0	0
NID1	10	12	18	14	56	27	73	49
LINC01705	0	0	0	0	0	0	0	1
BTG2	457	366	447	650	2080	1185	1920	2152
RPL21P28	6	5	18	22	10	13	4	10
ADORA2BP1	0	0	0	0	0	0	0	0
ZNF678	27	28	38	57	62	46	54	59
KIF28P	0	9	4	4	5	3	6	4
MRPS14	264	116	226	306	635	421	552	615
SLC9C2	0	0	1	0	0	3	2	0
UBBP2	0	0	0	1	0	0	0	0
LHX9	0	0	0	2	1	0	0	0
UTP25	89	36	65	97	376	242	382	428
CHCHD2P5	0	0	0	1	0	0	0	0
DESI2	5	15	11	14	121	69	105	133
SLC26A9	1	0	0	2	2	2	0	0
LINC01142	0	0	0	0	0	0	0	2
SLC45A3	31	63	51	74	165	82	107	151
ILDR2	0	0	0	5	0	0	2	0
KIF26B	1	3	0	0	0	5	4	0
USH2A-AS1	0	0	0	0	0	0	0	0
UQCRBP2	0	0	0	0	0	0	0	0
PRR13P1	0	0	3	1	1	1	2	0
LINC01675	0	0	0	0	0	0	0	0
LINC02815	0	0	0	0	0	1	0	0
LINC01222	0	0	0	0	0	0	0	1
RRP15	356	243	382	528	1076	767	739	947
OR2L13	0	0	0	1	0	0	0	0
TMEM59	379	217	386	506	1452	932	1067	1435
LMX1A-AS2	0	0	0	0	0	0	0	0
LINC01221	0	0	0	0	0	0	0	0
TTC13	176	63	94	158	1038	622	956	993
MRPS18BP1	0	1	0	0	0	0	0	0
LARP7P1	0	0	0	0	0	0	0	0
ISCA1P2	0	0	0	0	0	0	0	0
CACYBP	2579	1952	3329	3895	5600	4267	4313	5527
LINC01035	0	0	0	0	0	0	0	0
LINC00210	0	0	0	0	0	0	1	0
TMCC2-AS1	0	4	1	2	2	3	4	3
PPP1R12B	134	160	181	214	403	185	306	271
PTPN14	1	4	0	2	1	1	0	1
LINC02814	2	0	0	0	2	0	4	0
FMO9P	0	0	0	0	0	0	0	0
CAPN2	56	80	73	61	272	163	242	248
NEK2	491	258	409	665	1867	1378	1666	1880
C1orf53	5	1	4	8	4	5	4	2
ITLN2	2	10	3	4	6	6	2	1
PRELP	0	0	0	0	0	0	1	0
RAB4A	317	238	376	446	547	430	418	603
ENTR1P2	0	0	0	0	0	0	0	0
TOMM20	289	285	443	545	1125	712	807	1022
ST13P19	5	0	1	0	1	0	1	1
RASAL2-AS1	0	0	0	2	3	1	0	0
MTRNR2L11	0	0	0	0	0	0	0	0
TADA1	29	21	21	19	65	51	76	79
REN	0	0	0	0	0	0	0	1
SLAMF6P1	0	0	0	0	0	0	0	0
LINC01653	0	1	0	1	0	0	0	0
GS1-279B7.1	0	3	1	0	0	0	1	0
OR2AK2	0	0	0	0	0	0	0	0
HMGB1P11	0	0	1	1	1	0	1	0
ARV1	705	455	793	1041	1413	1078	1051	1429
LYPD9P	0	0	0	0	0	0	0	0
LINC00303	0	0	0	0	0	0	0	0
LINC01341	4	2	6	9	6	7	5	2
TP53BP2	596	366	555	807	2214	1400	2299	2391
OR2L6P	0	0	0	0	0	0	0	0
SYT14	2	1	0	0	0	3	0	0
DHX9	1033	700	1298	1412	3435	2270	2704	3195
BTF3L4	224	132	316	302	484	376	470	589
TEDDM2P	0	0	0	0	0	0	0	0
SWT1	39	7	15	36	224	118	219	189
FBXO28	39	11	41	69	215	123	158	156
CEP170	57	41	47	90	237	151	328	249
RPL4P2	0	1	1	4	3	4	1	5
COP1	212	122	143	280	854	560	695	882
FMOD	1	6	0	2	13	15	10	13
CYCSP4	0	0	0	0	0	0	0	0
OR2L9P	0	0	0	0	0	1	0	0
TEX35	0	5	1	0	0	2	1	2
SLAMF7	0	1	5	1	7	10	6	2
RGS18	13	7	8	10	15	9	14	11
GNPAT	512	533	981	989	884	787	770	1040
TGFB2	0	0	0	0	0	0	1	0
NUAK2	0	2	10	7	6	3	8	6
ODR4	250	160	324	347	918	819	864	1091
LINC01741	0	0	0	0	0	0	0	0
LINC01724	0	0	0	0	0	0	0	0
FMO4	3	7	3	24	21	16	16	24
PROX1-AS1	0	0	0	0	0	5	0	0
RPL22P24	1	1	0	0	5	6	1	0
UAP1-DT	0	0	0	3	0	0	0	0
NSL1	102	61	122	138	424	290	426	452
MTCYBP15	0	0	0	0	0	0	0	0
HFM1	4	3	8	0	19	15	20	26
OR2T32P	0	0	0	0	1	0	0	0
ATP1A4	0	1	1	0	0	0	0	0
MORF4L1P7	0	0	0	0	0	0	0	0
MCRIP2P2	0	0	0	0	0	0	0	0
LINC00538	0	2	2	0	0	2	0	0
GALNT2	854	1267	1307	1364	3608	2311	3237	3699
LINC01132	1	2	0	5	8	8	15	13
FMO1	0	0	1	0	0	1	0	2
SPRTN	32	33	28	47	176	87	167	166
EGLN1	12	15	13	22	113	75	141	151
YPEL5P1	0	0	0	0	0	0	0	0
PP2672	0	2	0	0	0	0	0	0
RPL5P5	0	1	4	3	3	0	1	2
FCRL1	0	1	1	1	1	0	0	0
WNT9A	0	0	0	0	3	2	1	1
GNG4	1	0	0	1	0	1	2	5
TGFB2-OT1	0	0	0	0	0	0	0	0
TUBB8P10	0	0	0	0	0	0	0	0
LINC00184	0	0	0	0	1	0	2	6
C1orf220	9	1	7	4	10	7	10	10
QRSL1P2	0	0	0	0	0	0	0	0
PAPPA2	0	4	0	1	0	0	1	0
NPHS2	0	1	0	0	0	0	0	0
TSNAX-DISC1	0	1	0	0	0	1	0	0
LINC02773	0	0	0	0	1	1	0	0
CLPTM1LP1	0	0	0	0	0	0	0	0
LEMD1-AS1	0	0	0	0	0	1	0	0
GOT2P2	0	0	0	0	0	0	0	1
LRRN2	27	115	89	81	45	34	42	47
PPP2R5A	66	36	97	87	446	256	360	390
DDR2	5	1	8	0	12	5	5	7
CICP26	0	0	0	0	0	0	0	0
OPTC	1	0	0	0	0	5	4	0
C1orf100	0	0	0	0	0	0	1	0
SUCO	91	109	218	265	404	293	456	446
MTND6P15	0	0	0	0	0	0	0	0
ATF3	72	69	94	141	197	135	131	157
RNASEL	35	33	44	66	205	76	208	180
OR2L1P	0	0	0	0	0	2	0	1
PLXNA2	16	74	73	56	63	38	26	39
KRT18P12	0	0	0	0	0	0	0	0
SPATA45	0	0	0	1	1	0	0	1
PLA2G4A	9	1	1	13	37	26	37	38
EIF1P3	1	0	0	1	0	0	0	0
TOP1P1	0	1	3	1	12	10	19	9
RPS3AP9	0	0	0	0	0	0	0	0
LINC02869	0	0	0	0	0	0	1	0
ETNK2	0	0	1	0	0	3	0	0
HES2	3	0	8	9	5	3	9	6
SHCBP1L	10	14	11	17	4	6	9	14
RPL23AP22	0	0	0	0	0	0	0	0
TRAF3IP3	231	148	198	185	333	239	252	333
RPL10AP5	0	0	0	0	0	0	1	0
SEPTIN14P17	0	0	0	0	0	0	1	0
LPGAT1	75	34	58	98	233	155	231	208
PROX1	0	0	0	2	1	5	0	0
RPL23AP18	0	1	0	0	1	0	0	1
LINC01351	0	0	0	0	0	0	0	0
DUTP6	0	6	0	6	0	2	1	0
PFKFB2	71	76	108	100	256	172	258	253
SNRPD2P2	0	0	0	0	0	0	0	0
NENF	468	549	935	1041	391	305	220	389
PTP4A1P7	0	0	0	0	0	0	0	0
LINC01740	0	0	0	0	0	0	0	0
TATDN3	220	139	274	306	526	478	480	619
HMGN1P4	0	0	1	1	2	2	4	6
MTND5P18	0	1	0	0	0	0	0	0
SELP	0	0	0	0	9	11	8	9
SLC4A1APP2	0	0	3	0	0	0	0	0
RSL24D1P4	0	0	0	0	0	0	0	0
PTPRC	108	25	65	114	899	485	865	849
BPNT2P1	0	0	0	0	0	0	0	0
CAMK1G	0	1	0	0	0	0	0	3
ZNF672	123	228	323	347	433	345	314	449
UAP1	94	28	41	48	249	182	265	273
UHMK1	70	32	52	92	558	313	662	590
LINC02771	0	0	0	0	0	0	0	0
LINC01735	0	0	0	1	0	0	0	0
C1orf74	48	42	46	52	97	59	80	91
LAMB3	283	381	520	483	741	639	532	716
DSTYK	114	156	151	204	362	230	358	365
LEMD1	0	0	0	0	1	0	0	0
LINC01710	0	0	0	0	0	0	0	0
IPO8P1	0	0	0	0	0	0	0	0
AHCYP8	0	0	0	0	0	0	0	0
ARHGEF10L	9	4	2	4	0	0	2	5
TSNAX	104	48	73	98	508	315	473	485
TBCE	24	24	32	36	95	65	68	76
LINC01138	15	11	11	13	18	12	25	26
RPS27AP5	1	0	1	5	3	1	2	0
LINC02769	0	0	0	0	0	0	0	0
NOS1AP	1	5	2	0	5	0	1	1
FAM71A	0	0	0	0	0	0	0	0
RNPEP	120	47	69	91	281	235	237	292
ANGEL2	70	54	53	92	216	156	217	240
ITLN1	354	392	610	686	618	560	493	649
KIAA0040	19	15	36	32	38	34	59	63
RGSL1	3	1	0	0	0	0	2	1
G0S2	458	500	799	821	656	533	535	627
DISC1-IT1	0	0	1	0	1	0	0	0
LINC01346	0	0	0	0	0	1	1	0
RPS26P13	0	0	3	0	0	0	0	0
EXOC8	49	32	50	49	165	88	173	174
