Gene	hs_proerythroblast_1	hs_proerythroblast_2	hs_proerythroblast_3	hs_early_basophilic_1	hs_early_basophilic_2	hs_early_basophilic_3	hs_late_basophilic_1	hs_late_basophilic_2	hs_late_basophilic_3	hs_polychromatic_1	hs_polychromatic_2	hs_polychromatic_3	hs_orthochromatic_1	hs_orthochromatic_2	hs_orthochromatic_3
ADIPOR1	22152	2854	3808	30571	3887	4366	36425	5057	5350	98290	17913	21274	176492	36932	50392
ADIPOR2	39897	4660	7147	57046	6414	7939	60282	8709	10035	33416	5321	5969	22998	2076	2730
ADK	7790	1234	1294	7877	1157	1258	4426	1031	982	658	161	124	254	36	33
ADM	123	13	3	377	30	18	627	76	40	464	172	152	38	16	21
ADM2	36	15	11	929	42	32	2328	163	129	3454	234	269	321	11	22
ADNP	27340	3305	4485	30415	4047	4167	23921	3849	3661	16752	2021	2372	11760	1027	1274
ADNP2	14934	1702	2309	19051	2348	2610	16737	2562	2474	11042	1501	1692	6607	503	704
ADO	4273	579	906	3367	536	799	1653	426	475	193	41	47	28	11	6
ADORA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADORA2A	51	2	6	57	9	17	65	12	10	72	10	9	61	1	4
ADORA2B	2851	282	260	2002	301	215	856	146	119	131	18	11	176	6	6
ADORA3	0	0	0	2	0	0	12	0	1	10	0	0	4	0	0
ADPGK	8186	902	1326	6667	740	1093	3682	662	722	1534	233	307	627	50	53
ADPRH	51	8	3	56	8	7	53	10	12	11	0	6	18	0	0
ADPRHL1	92	7	12	85	6	10	24	10	6	8	5	9	169	15	35
ADPRHL2	5001	380	687	4539	399	667	2892	308	477	2617	232	352	4637	173	270
ADRA1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRA1B	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ADRA1D	4	0	0	10	0	0	21	4	1	7	0	1	4	0	0
ADRA2A	15	0	1	3	1	0	2	1	0	7	0	4	22	1	1
ADRA2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRA2C	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRB2	88	8	4	67	12	11	24	8	3	13	1	1	29	2	0
ADRB3	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ADRBK1	25705	2222	4392	25604	2774	4410	19046	2871	3404	8082	1107	1578	1129	106	128
ADRBK2	8960	761	1272	5084	593	751	2015	238	226	5940	402	599	1075	38	75
ADRM1	23363	1849	3085	28427	2614	3844	24816	3069	3644	19215	1865	3208	12120	692	948
ADSL	26327	3701	3905	26471	3774	4137	14780	2830	2549	4835	559	592	972	111	152
ADSS	6611	1328	1434	5943	1144	1367	2972	849	880	1006	190	240	489	70	74
ADSSL1	264	24	52	254	35	45	182	26	26	28	4	4	1	0	1
ADTRP	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
AEBP1	75	1	0	46	4	1	118	3	1	3	0	0	1	0	0
AEBP2	3484	814	1053	3462	720	734	1787	510	553	1034	198	225	715	68	67
AEN	22003	2070	3560	26841	2999	4421	16701	2581	3449	22596	2835	3692	41145	3931	5311
AES	22172	2490	3856	29233	3443	4478	31532	3941	4840	17450	2574	2922	11349	834	1154
AFAP1	3	5	4	13	2	2	19	1	2	37	5	3	14	0	0
AFAP1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AFAP1L1	2189	128	277	524	35	46	69	3	5	0	0	2	2	0	0
AFAP1L2	0	0	0	2	0	0	1	1	0	0	0	0	4	0	2
AFF1	33719	4548	6369	44600	6871	6847	53610	9654	8629	99349	21870	28112	153950	27237	33677
AFF2	66	6	0	28	8	3	36	6	2	10	1	0	1	0	0
AFF3	7	0	2	8	0	0	8	0	0	63	7	1	0	0	0
AFF4	15414	1937	2455	16213	2448	2369	13515	2468	2150	10955	1957	1745	11309	1411	1972
AFG3L1P	2104	234	372	3303	393	632	2632	498	599	1307	280	360	405	34	54
AFG3L2	28446	3984	5203	30323	4343	5121	23696	3816	4580	15961	2139	2435	15752	1428	1894
AFM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFMID	6812	777	1334	6154	791	1246	2761	570	605	336	41	58	132	17	19
AFP	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0
AFTPH	6299	1247	1742	9503	1569	1678	9728	1833	1860	14858	3067	3402	16781	2570	3255
AGA	1363	295	186	2207	483	264	3198	810	368	2346	496	334	99	31	27
AGAP1	457	117	33	547	272	52	565	323	33	36	33	5	1	8	18
AGAP11	3	1	1	4	0	1	4	0	2	1	0	1	2	0	1
AGAP2	2157	184	346	1335	166	249	461	68	94	6	3	3	72	2	5
AGAP3	6936	568	1480	5739	460	1295	2412	254	539	162	6	9	126	5	5
AGAP4	105	4	20	111	10	16	58	10	14	84	8	12	33	3	7
AGAP5	127	11	11	126	12	25	120	12	24	125	24	28	31	4	13
AGAP6	548	79	160	644	107	183	457	136	144	381	151	150	162	73	108
AGAP7	6	1	4	33	1	0	50	6	2	104	23	14	8	2	6
AGAP8	26	3	16	51	11	3	17	12	6	13	4	9	16	7	7
AGAP9	10	0	0	0	0	0	0	1	0	2	0	0	0	0	0
AGBL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGBL2	54	10	15	78	9	25	56	20	11	24	4	4	14	1	1
AGBL3	19	5	12	21	7	7	44	11	9	5	2	3	8	2	0
AGBL4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGBL5	8604	802	1193	6888	862	911	4908	699	648	3941	577	655	1866	189	246
AGER	1008	90	261	1585	158	303	1582	248	344	1687	233	514	328	69	111
AGFG1	13939	2130	2498	21344	3002	3026	25481	4260	4404	48779	6939	10119	46604	3955	5357
AGFG2	25788	4624	6766	24430	4908	6200	12228	2744	2690	3383	373	418	197	52	55
AGGF1	8647	1446	1754	9204	1661	1739	6813	1737	1508	4136	868	858	533	133	128
AGK	3799	531	664	3492	529	665	1883	435	505	240	43	44	50	21	16
AGL	9194	1553	1317	9021	1715	1248	5228	1483	926	964	190	147	119	37	24
AGMAT	260	25	20	126	11	10	26	10	4	14	2	3	16	3	3
AGMO	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AGPAT1	26398	2897	4157	33877	4215	4537	35110	5320	4949	21407	2487	2965	8231	722	956
AGPAT2	812	78	94	347	44	46	110	11	10	8	0	1	20	0	3
AGPAT3	29276	3013	4528	34345	4082	4805	34581	4656	4931	40320	5045	8268	20110	2413	3163
AGPAT4	1910	165	244	4066	321	429	8026	743	1325	17514	3344	4371	4084	1342	1785
AGPAT4-IT1	76	2	7	253	9	15	475	34	73	1736	233	412	505	94	134
AGPAT5	35435	6009	8583	29832	6246	6563	14143	4555	3779	1795	464	393	391	75	112
AGPAT6	17961	1657	3346	18198	1957	2898	11733	1700	2010	3905	541	709	447	43	73
AGPAT9	130	52	27	425	81	102	416	122	88	1199	88	248	960	41	40
AGPHD1	20	7	8	20	0	0	8	0	1	8	2	0	10	3	2
AGPS	20307	3302	4251	22622	4083	4406	16472	4060	4077	5771	1121	1201	545	103	99
AGR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGR3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGRN	14879	1230	3243	16132	1963	3166	13778	2252	2887	2607	496	428	957	137	147
AGRP	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
AGSK1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGT	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AGTPBP1	6115	1126	1032	7576	1387	1068	8449	1373	1175	15875	2674	3077	9498	1324	1617
AGTR1	9	0	0	1	1	0	3	0	0	0	1	0	2	0	0
AGTR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGTRAP	5496	654	1047	5164	667	918	2059	391	406	156	25	7	258	8	17
AGXT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGXT2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AGXT2L1	95	23	16	138	21	26	34	20	10	0	0	0	0	0	0
AGXT2L2	1349	204	299	1478	226	367	1458	241	296	1245	174	184	492	40	64
AHCTF1	6695	1075	1363	7353	1268	1355	5190	1181	1131	3122	633	652	763	107	145
AHCY	56107	5962	9384	41593	5517	7186	18086	3313	3496	1241	170	236	1365	152	183
AHCYL1	23557	2921	4113	21542	3061	3463	14562	2553	2676	9783	1510	1863	4679	394	501
AHCYL2	1583	155	256	898	121	143	302	67	70	109	20	19	196	29	34
AHDC1	1618	110	270	2748	227	418	3516	361	597	3495	313	336	1507	86	102
AHI1	2820	306	573	2208	336	439	955	235	277	189	32	56	71	9	13
AHNAK	1314	53	31	558	79	41	614	56	51	141	2	4	538	13	29
AHNAK2	14	3	1	23	2	6	13	3	1	16	3	0	3	0	2
AHR	771	55	99	739	56	108	466	61	81	217	34	36	379	45	53
AHRR	103	11	23	101	23	36	156	24	17	217	15	17	187	10	26
AHSA1	20303	2399	3592	23224	2756	3769	14614	2401	3007	10257	1591	2576	14969	1675	2385
AHSA2	2750	390	1042	3516	746	1531	2801	860	1212	1141	477	672	260	59	68
AHSG	96	9	11	45	8	7	12	3	1	0	0	0	1	0	1
AHSP	120213	14321	18401	214648	21202	23951	291995	30932	35330	322268	37857	47622	107298	16374	24895
AICDA	4	0	0	31	2	1	69	12	8	2	1	0	0	0	0
AIDA	1987	397	368	2469	461	406	2377	498	477	2405	607	741	806	188	250
AIF1	252	13	32	96	6	17	85	6	10	10	1	0	31	0	2
AIF1L	13	1	0	10	0	0	6	1	0	28	1	2	5	0	0
AIFM1	16558	2066	2541	14202	2067	2190	9242	1740	1621	5530	827	873	2532	320	455
AIFM2	2517	301	327	5651	456	447	8189	806	550	5167	731	489	596	100	139
AIFM3	46	7	7	23	3	11	14	2	2	5	0	1	19	1	0
AIG1	1487	322	318	1313	266	237	637	224	172	18	9	14	12	6	3
AIM1	3701	298	68	4579	487	58	2370	347	30	41	3	1	15	1	1
AIM1L	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
AIM2	37	0	3	20	1	3	6	2	5	17	1	3	1	0	0
AIMP1	9388	1876	2003	11143	2102	2086	6582	1719	1587	2396	464	453	659	101	101
AIMP2	5668	799	961	6177	971	995	4478	867	736	1955	200	275	1075	88	106
AIP	3330	338	544	3024	350	511	2705	352	511	1668	111	229	1466	73	103
AIPL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AIRE	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AJAP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AJUBA	8	0	2	5	1	1	6	2	0	4	0	0	3	0	2
AK1	10778	1548	1838	19799	2866	3000	20667	3221	3177	4451	919	1151	1952	604	784
AK2	26608	2774	3939	22040	2880	3679	11112	1921	2253	1441	261	302	387	46	66
AK3	8902	1559	2427	8667	1559	2474	5757	1604	2188	3109	645	945	651	122	167
AK4	990	39	209	699	45	120	372	19	68	390	23	127	283	4	4
AK5	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0
AK7	1860	406	325	3000	624	355	2974	775	499	1924	598	417	297	92	125
AK8	110	11	28	89	17	15	50	11	4	17	0	0	9	0	0
AKAP1	13933	1438	2514	13071	1644	2384	5057	918	1106	101	18	32	86	8	11
AKAP10	6508	799	1223	7663	985	1228	6287	1122	1140	5434	874	962	2474	218	312
AKAP11	10434	1678	1619	11070	2376	1824	8564	2389	1669	7263	1258	1139	1492	168	217
AKAP12	170	26	6	391	32	32	561	41	31	185	42	29	18	3	0
AKAP13	5204	406	574	4058	575	514	2717	469	343	2363	689	617	485	214	338
AKAP14	1	1	0	7	0	0	1	1	1	0	0	0	1	0	0
AKAP17A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKAP2	35	0	6	10	0	0	7	0	2	0	0	0	0	0	0
AKAP3	233	19	15	233	13	19	227	24	22	189	11	11	13	0	1
AKAP4	0	0	0	3	0	0	23	1	0	4	0	6	52	11	29
AKAP5	71	16	23	61	11	4	27	6	3	0	0	3	11	0	0
AKAP6	187	14	37	198	39	26	217	43	40	70	5	5	6	0	1
AKAP7	529	340	155	909	504	248	1166	778	372	560	492	369	135	145	219
AKAP8	9512	982	2104	11085	1356	2121	7736	1220	1619	4128	768	950	2179	340	452
AKAP8L	18965	2190	4158	20897	2854	3890	20058	3029	3793	24132	4831	7635	30880	6642	8491
AKAP9	13346	2070	2678	15246	2930	2788	12680	2971	2441	17304	3915	3161	10677	2068	2625
AKD1	389	102	113	627	116	108	690	142	108	458	106	113	116	28	34
AKIP1	2525	339	407	2968	394	450	2048	399	416	485	124	155	390	24	32
AKIRIN1	8560	1270	1831	11939	1656	2103	11204	2446	2425	9647	1641	1948	9861	1707	2413
AKIRIN2	3506	531	891	4374	585	919	4402	837	1064	4890	1008	1342	4356	928	1322
AKIRIN2-AS1	310	74	115	376	76	107	574	128	164	509	124	105	72	19	26
AKNA	894	91	111	655	66	117	387	41	20	875	43	47	193	4	9
AKNAD1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
AKR1A1	7692	1020	1259	6136	841	1087	3161	553	785	396	29	41	306	28	44
AKR1B1	3630	264	284	3230	247	238	2315	179	208	7451	362	740	1288	38	79
AKR1B10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
AKR1B15	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
AKR1C1	558	29	166	329	16	105	226	19	54	1442	75	145	718	74	113
AKR1C2	47	4	20	47	1	25	18	2	31	14	1	18	2	5	4
AKR1C3	5452	313	675	3920	269	474	1542	149	244	93	11	12	13	7	2
AKR1C4	7	0	0	1	0	0	0	0	0	0	0	0	1	0	0
AKR1CL1	0	0	1	0	0	2	0	0	0	0	0	0	5	0	0
AKR1D1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AKR1E2	537	62	66	847	111	94	947	148	125	666	89	136	329	64	83
AKR7A2	5804	517	739	5967	675	710	3869	623	678	454	51	77	162	8	13
AKR7A2P1	675	58	103	599	91	74	423	57	52	97	13	33	171	21	31
AKR7A3	31	3	4	21	0	2	11	0	2	2	0	0	0	0	0
AKR7L	23	3	6	31	7	11	11	4	5	5	0	0	1	0	0
AKT1	28205	2500	4389	30709	3101	4892	23184	3033	4272	8738	1233	2075	1300	138	162
AKT1S1	7819	753	1354	8297	1022	1430	6708	978	1192	9771	1419	2366	16928	1930	2754
AKT2	36110	3753	6982	40974	5224	8141	34120	5105	6908	27059	3561	5576	20673	2600	3663
AKT3	72	5	7	70	2	5	43	7	6	47	7	6	48	4	6
AKTIP	38	6	8	34	4	5	19	4	11	13	2	2	44	0	4
ALAD	83702	12629	16474	125988	17802	18681	164007	27824	28404	110095	20467	14860	12530	3706	5304
ALAS1	5229	640	871	6368	841	950	5575	1077	1141	3271	350	385	1662	251	315
ALAS2	159351	19765	28350	382445	36687	45369	634183	61270	82856	1201942	150651	226792	1469876	194454	276546
ALB	7	0	0	1	0	0	2	0	0	3	0	0	2	0	0
ALCAM	142	7	16	100	11	10	63	10	11	5	0	0	12	0	4
ALDH16A1	10367	852	1811	10523	1055	1939	9778	1359	1877	5522	681	1111	2095	193	248
ALDH18A1	53040	6140	8667	45828	6165	7217	18833	3730	3398	531	110	112	199	41	31
ALDH1A1	18606	2915	3702	11640	1816	2842	3373	795	1051	46	20	12	86	18	22
ALDH1A2	7	0	0	3	0	0	0	2	0	0	0	0	2	0	0
ALDH1A3	7	3	4	4	4	6	0	0	0	0	0	0	0	0	0
ALDH1B1	14823	1267	1395	12179	1277	1323	4561	707	605	161	15	13	412	9	26
ALDH1L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALDH1L2	8	4	3	264	28	12	557	76	37	26	10	13	1	0	3
ALDH2	1697	59	109	1031	42	86	455	37	35	103	10	6	52	4	1
ALDH3A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALDH3A2	3260	353	552	2892	362	441	1235	235	238	58	6	9	17	3	6
ALDH3B1	7927	887	3172	6725	782	2323	5503	602	1046	4953	528	692	1079	73	103
ALDH3B2	155	17	55	122	12	35	104	9	15	88	6	10	12	0	2
ALDH4A1	13444	1310	1937	11124	1345	1828	6112	1114	1109	1025	173	266	209	27	20
ALDH5A1	9220	1275	1354	9093	1582	1096	6649	1399	799	4636	1310	780	3223	1044	1328
ALDH6A1	4097	605	674	3774	596	549	2848	608	466	1897	279	309	2261	103	167
ALDH7A1	145	27	16	39	6	8	17	5	1	1	0	0	0	0	0
ALDH8A1	33	1	3	23	3	3	15	1	0	10	0	1	42	12	12
ALDH9A1	11538	1307	1427	12183	1345	1208	8716	1460	1082	5270	801	732	810	123	162
ALDOA	99876	10790	15927	82187	12279	13809	53061	9781	9706	44869	4768	7218	35155	2164	3165
ALDOB	0	0	0	7	0	0	4	0	1	5	0	1	1	1	0
ALDOC	3678	529	625	2480	601	371	941	384	248	281	39	37	1022	194	266
ALG1	3510	247	452	3131	319	464	1598	254	270	178	28	36	140	5	12
ALG10	1240	166	184	1124	244	238	926	248	181	260	57	58	25	4	7
ALG10B	2387	504	488	2202	618	506	1616	648	475	370	154	105	25	17	21
ALG11	3253	367	551	3703	533	527	2404	443	416	1232	194	183	424	53	68
ALG12	3293	346	642	3992	391	647	3522	477	625	2213	258	390	825	44	64
ALG13	3805	727	802	4540	855	819	3855	931	818	3164	724	782	1398	262	432
ALG14	1044	216	170	1390	223	225	1176	241	211	518	86	94	114	24	39
ALG1L	5	0	1	12	3	0	15	2	0	1	0	0	0	0	0
ALG1L2	4	2	4	1	1	1	0	0	3	0	0	0	0	0	0
ALG2	4277	608	738	4468	655	840	2808	604	609	2356	227	333	2226	126	178
ALG3	8753	897	1426	8165	927	1373	4185	726	711	519	72	110	305	35	42
ALG5	3462	563	589	3681	585	584	1980	455	494	586	104	90	90	20	11
ALG6	2038	354	359	2322	425	447	1744	517	461	457	148	167	41	10	14
ALG8	5457	816	848	4616	800	742	2507	564	488	362	78	77	53	11	19
ALG9	6339	897	1158	6867	1075	1244	5014	1166	1141	1801	282	375	191	35	45
ALK	0	0	0	4	0	0	4	1	1	3	0	2	15	0	0
ALKBH1	3909	421	583	3903	487	608	2629	407	461	1291	194	243	814	86	105
ALKBH2	2680	338	536	2070	268	465	763	197	241	26	7	4	11	1	5
ALKBH3	3729	607	668	4128	681	580	2687	587	453	682	111	88	79	14	24
ALKBH4	2833	291	531	2613	294	454	1629	257	314	422	52	77	217	10	16
ALKBH5	21552	2653	4290	27619	3521	4865	27933	4280	4989	17888	2643	3756	16545	1489	1976
ALKBH6	1131	117	215	1371	151	244	1645	237	321	2001	289	496	446	66	89
ALKBH7	6285	577	1372	3831	560	1048	1900	440	480	786	89	127	3644	247	390
ALKBH8	2030	393	355	2364	432	460	1335	302	310	75	29	23	30	7	9
ALLC	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ALMS1	13154	1176	1667	19117	2296	1976	19115	2796	2535	19219	3173	2722	2623	316	351
ALMS1P	8	0	0	2	0	3	13	0	1	4	0	2	6	0	0
ALOX12	355	30	91	252	44	66	439	38	75	4981	145	299	5864	112	151
ALOX12B	121	8	25	41	8	14	12	5	4	4	3	2	4	1	0
ALOX12P2	76	8	17	46	3	17	17	2	9	14	0	1	10	1	1
ALOX15	4	0	0	0	0	0	0	1	0	2	0	0	0	0	0
ALOX15B	13	1	0	2	0	0	4	0	0	2	0	2	1	3	4
ALOX15P1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
ALOX5	209	2	153	129	5	109	80	8	41	15	9	8	121	18	44
ALOX5AP	25	13	3	88	9	15	177	12	24	12	1	0	25	2	1
ALOXE3	3	2	2	0	0	2	0	0	0	0	1	0	23	3	6
ALPI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALPK1	615	59	70	289	33	69	69	6	7	1212	74	75	35	6	4
ALPK2	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1
ALPK3	16	3	2	46	9	7	47	9	4	90	8	21	129	6	11
ALPL	553	86	96	1602	156	148	2332	253	238	58	11	4	9	1	4
ALPP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALPPL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALS2	17800	1906	3060	17197	2132	2731	11798	1983	2070	7149	1031	1235	3166	497	645
ALS2CL	0	0	0	2	1	0	16	2	0	98	18	11	0	2	3
ALS2CR11	13	1	5	24	1	6	17	6	4	107	36	51	69	19	20
ALS2CR12	125	30	29	219	57	30	466	95	73	1869	749	914	2508	1037	1284
ALS2CR8	779	146	282	945	182	309	985	241	298	674	127	119	138	13	34
ALX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ALX3	295	18	51	339	42	67	214	44	46	460	59	72	326	57	49
ALX4	7	0	0	0	0	0	2	0	0	4	1	0	0	0	0
ALYREF	28802	3081	4882	31309	3629	5264	20928	3126	4131	7508	949	1633	612	106	142
AMACR	182	10	37	107	12	22	38	6	5	2	0	0	3	0	0
AMBN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMBP	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0
AMBRA1	13467	1386	2164	15514	1670	2008	14676	1865	1773	29260	4611	7157	61461	7785	10315
AMD1	27387	4956	5659	24806	5037	5170	13434	3717	3716	5105	1192	1278	4574	748	1063
AMDHD1	18	5	2	6	1	0	8	2	0	0	0	0	0	1	0
AMDHD2	3145	320	573	3785	480	664	3719	580	540	2562	347	415	7725	305	471
AMELX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMELY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMFR	16698	2062	2784	18504	2336	2349	20291	2736	2534	27497	4437	5748	31128	2319	3051
AMH	65	1	3	65	2	1	45	3	2	66	7	12	95	9	19
AMHR2	4251	337	727	3377	289	585	2783	238	522	812	37	38	1332	47	83
AMICA1	19	1	0	37	7	10	57	11	5	11	1	0	9	4	3
AMIGO1	10	0	25	3	0	7	0	0	2	0	1	0	0	1	0
AMIGO2	117	12	10	274	18	19	289	20	17	1537	58	149	372	10	13
AMIGO3	997	38	113	1637	111	235	1597	172	244	1172	183	294	437	69	109
AMMECR1	26754	6686	4884	38428	8879	6603	35714	10058	7930	21339	4326	4725	3868	1190	1424
AMMECR1L	6008	722	1068	6806	912	1066	4706	814	833	5103	823	1219	7941	1018	1375
AMN	1	1	0	4	1	0	0	0	1	0	0	0	0	0	0
AMN1	312	57	83	302	66	79	240	86	80	82	19	19	29	4	7
AMOT	329	11	16	798	29	26	681	38	53	28	6	3	19	0	1
AMOTL1	10701	746	1132	8458	866	798	4440	593	467	1036	104	170	49	8	11
AMOTL2	18	1	0	2	1	0	3	0	0	0	0	0	0	0	0
AMPD1	0	0	0	0	0	1	0	0	0	0	0	0	4	1	0
AMPD2	9588	771	1549	7644	920	1479	2901	470	636	204	39	115	2203	475	673
AMPD3	2593	296	289	5134	526	417	7134	1121	904	2458	882	692	240	188	284
AMPH	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMT	3489	375	654	2898	354	612	1131	201	284	21	7	13	25	5	0
AMTN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMY1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMY1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMY1C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMY2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AMY2B	68	19	17	94	34	27	70	27	37	59	40	30	17	9	16
AMZ1	7	1	0	11	2	0	4	3	0	29	4	4	43	6	4
AMZ2	3315	517	509	4829	540	587	5236	627	670	3340	438	448	802	88	122
AMZ2P1	403	64	72	441	46	81	318	53	29	165	30	39	46	1	3
ANAPC1	11611	1181	1794	11092	1477	1574	5568	1118	1066	706	133	155	170	34	55
ANAPC10	1570	356	354	1564	331	365	1125	327	347	373	89	64	79	13	14
ANAPC11	7528	859	1196	12431	1384	1671	12878	1809	1879	8167	868	1242	1864	129	187
ANAPC13	7724	1334	1030	7623	1261	1007	4308	1031	671	1170	204	69	527	51	104
ANAPC16	7594	1493	1853	10585	1874	1925	13047	2443	2478	18730	3582	3765	10554	1065	1434
ANAPC2	12723	963	2149	13701	1334	2373	9370	1453	1795	5368	624	988	3920	341	480
ANAPC4	4501	851	1001	4630	1069	1081	2749	906	761	395	126	100	18	15	12
ANAPC5	38106	4463	5620	40410	5242	5834	25775	4893	4647	5796	1107	1084	551	149	205
ANAPC7	19312	2496	3265	19310	2655	2916	11377	2142	2143	3295	486	637	778	117	152
ANG	5	0	1	4	1	0	3	0	0	3	1	0	6	0	0
ANGEL1	10266	812	1598	7900	909	1255	3288	578	792	181	46	52	292	22	35
ANGEL2	4379	723	833	4823	998	934	3844	1102	929	1194	292	318	146	25	43
ANGPT1	59	0	6	20	8	4	17	9	2	12	2	1	43	5	3
ANGPT2	13	6	9	17	5	11	20	5	4	7	1	7	0	2	3
ANGPT4	0	2	0	1	0	0	2	0	0	10	0	1	2	0	0
ANGPTL1	1	1	5	4	0	0	3	0	0	0	0	0	0	0	0
ANGPTL2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ANGPTL3	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0
ANGPTL4	314	3	45	206	3	33	168	3	13	26	3	5	19	0	1
ANGPTL5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ANGPTL6	36	6	3	27	2	6	33	1	0	3	0	0	0	0	0
ANGPTL7	4	0	0	2	0	0	2	0	0	5	1	1	0	0	0
ANK1	276499	28842	42539	392862	45817	50659	478631	64631	62382	632187	85750	116964	489640	59868	76546
ANK2	0	0	0	1	0	0	2	0	0	1	0	0	1	0	0
ANK3	0	0	0	1	0	0	2	0	0	0	0	1	0	0	0
ANKAR	105	28	28	89	16	12	44	4	18	13	6	6	18	4	7
ANKDD1A	14	4	18	36	10	5	10	2	11	6	1	3	7	2	1
ANKFN1	0	0	0	0	0	0	3	0	0	5	0	0	0	0	0
ANKFY1	34191	3673	5656	35391	5184	6030	24918	4932	4796	7134	1064	1062	515	94	119
ANKH	22066	2312	3307	39830	3835	4117	57761	6091	6856	74899	9542	13434	28271	2805	3745
ANKHD1	1249	343	379	1619	402	399	1485	470	401	1126	249	274	671	106	131
ANKHD1-EIF4EBP3	229	27	31	205	14	30	253	32	50	213	32	48	135	15	18
ANKIB1	9062	1380	2112	8383	1333	1648	5406	1130	1195	3461	517	504	1207	149	181
ANKK1	0	0	0	3	1	0	1	0	0	0	0	0	2	0	0
ANKLE1	25225	2716	5848	49786	4647	7820	68735	7484	10591	45648	7437	9874	7346	1649	2304
ANKLE2	14835	1593	2649	17835	2226	2988	15405	2518	2862	11546	1624	2140	2413	182	245
ANKMY1	1103	93	220	1300	102	212	1147	145	192	1238	135	338	736	54	89
ANKMY2	5667	911	1293	5272	891	1105	2716	686	791	819	325	429	470	91	131
ANKRA2	2229	388	530	3074	500	542	3907	783	814	3596	790	818	1182	308	410
ANKRD1	6	0	0	1	1	0	0	0	0	0	0	0	0	0	0
ANKRD10	7391	850	1728	6035	715	1441	3082	565	780	838	168	251	427	50	88
ANKRD11	19684	1648	2601	26837	3109	3003	28224	4719	3209	24320	2985	3846	7568	644	757
ANKRD12	23278	4616	5197	21863	5129	4786	13774	4332	4046	8682	1973	2005	10924	1788	2621
ANKRD13A	10078	1397	1702	11625	1677	1828	10800	1863	1712	6952	1305	1633	4229	585	734
ANKRD13B	285	9	24	111	13	26	50	2	1	2	0	1	1	0	2
ANKRD13C	5766	973	1199	6842	1189	1215	6404	1216	1257	7284	1316	1436	4115	707	853
ANKRD13D	1469	144	357	1312	151	302	742	114	218	63	3	22	51	6	2
