"Gene"	"hs_proerythroblast_1"	"hs_proerythroblast_2"	"hs_proerythroblast_3"	"hs_early_basophilic_1"	"hs_early_basophilic_2"	"hs_early_basophilic_3"	"hs_late_basophilic_1"	"hs_late_basophilic_2"	"hs_late_basophilic_3"	"hs_polychromatic_1"	"hs_polychromatic_2"	"hs_polychromatic_3"	"hs_orthochromatic_1"	"hs_orthochromatic_2"	"hs_orthochromatic_3"
"3637"	"TUBB"	328549	36959	48897	445955	50909	57787	421236	58422	64288	225191	33127	33306	8219	2870	3999
"3638"	"METTL1"	3859	459	641	3593	460	630	1407	261	302	34	3	5	308	10	8
"3639"	"MTSS1"	22409	2584	3062	16477	2539	2086	7196	1455	686	2516	330	131	884	63	93
"3640"	"CYP4F2"	0	0	0	0	0	0	0	0	0	5	0	3	8	2	5
"3641"	"TCEAL8"	2539	488	471	1863	457	376	970	264	204	411	75	51	221	14	29
"3642"	"C7orf53"	17	3	8	37	4	15	22	4	6	23	11	18	164	50	57
"3643"	"HINT1"	28615	3973	5188	31100	4417	5112	25967	4412	4917	12509	1823	2347	1446	254	324
"3644"	"LOC100506472"	362	24	80	318	45	105	137	50	61	57	7	21	14	1	5
"3645"	"DDX20"	9418	1078	1388	9863	1252	1310	6132	1178	967	1692	257	162	395	39	70
"3646"	"WDR11"	16962	2259	3246	18120	2694	2927	12882	2632	2476	5547	809	1017	946	131	189
"3647"	"MRPL46"	5402	682	909	5349	728	930	3214	652	638	914	133	182	383	27	25
"3648"	"ZNF252"	3212	443	592	3396	523	574	2505	525	461	994	134	176	209	21	24
"3649"	"FGFRL1"	2504	248	490	2196	243	388	624	102	139	60	12	9	190	7	7
"3650"	"NAGPA"	4142	341	694	3583	357	706	1790	320	378	368	54	56	299	6	6
"3651"	"ZBTB9"	3996	458	551	3258	378	440	1357	223	225	409	32	65	181	13	19
"3652"	"RUFY2"	1281	206	381	1415	273	340	1272	297	321	736	194	182	125	18	19
"3653"	"ELAC1"	730	132	116	826	146	125	673	168	126	318	30	64	40	7	6
"3654"	"SNX32"	133	7	36	107	13	25	20	2	4	0	1	0	6	0	0
"3655"	"LRRC69"	23	9	13	18	6	8	20	9	0	4	1	0	0	0	1
"3656"	"LINC00346"	0	0	0	0	0	0	0	0	0	42	0	5	57	6	8
"3657"	"ECH1"	49956	4244	8308	44581	4490	7482	24204	3283	4539	4391	618	616	1878	243	318
"3658"	"LPIN2"	26177	2768	4125	30497	3470	3908	33026	3666	4103	168370	29583	52760	480730	67146	89552
"3659"	"DPP7"	18292	1856	3719	15868	2045	4055	8903	1702	2256	1169	248	274	1442	76	101
"3660"	"BCL7C"	2848	242	423	2259	218	371	1312	185	236	515	108	142	124	8	20
"3661"	"FLVCR1-AS1"	601	41	110	517	36	87	309	28	63	17	1	6	15	4	1
"3662"	"NLRP2"	2870	93	56	1906	59	32	705	20	16	10	0	0	5	1	0
"3663"	"CENPI"	3177	472	509	5450	805	625	6519	1262	1043	2850	486	552	84	50	57
"3664"	"DNAJC25"	1267	249	299	1280	251	353	558	184	214	133	40	35	162	13	17
"3665"	"ZNF814"	2121	214	352	1751	229	353	861	220	296	374	62	129	107	15	24
"3666"	"PPARA"	24853	2577	4259	21260	3277	4065	13215	3186	2834	5126	550	596	1407	119	135
"3667"	"QPRT"	14499	1413	3661	9823	1208	2622	3828	606	1001	1565	111	212	909	57	68
"3668"	"PRRT3"	314	17	49	405	27	43	559	35	33	1988	320	577	7431	1027	1368
"3669"	"HAPLN3"	11	2	4	6	2	1	2	0	0	0	0	0	0	0	0
"3670"	"MORN2"	950	167	171	943	171	117	539	124	92	35	15	16	59	13	17
"3671"	"TRAF1"	10	1	3	7	0	4	2	0	0	9	54	36	12	187	212
"3672"	"ATP13A2"	4383	321	535	3761	359	470	2277	315	276	226	33	47	166	15	9
"3673"	"CEP152"	12931	2806	3542	18770	3972	3452	17528	4927	3863	9161	2571	2162	923	328	431
"3674"	"TMEM173"	2037	156	318	1468	132	216	703	71	106	57	4	1	52	4	6
"3675"	"CXorf57"	261	30	40	405	49	41	250	61	40	315	44	28	3	4	2
"3676"	"LOC646278"	213	30	27	183	42	30	125	33	25	35	15	12	7	4	3
"3677"	"XRN2"	23708	3116	4258	23763	3637	3764	11665	2837	2619	2052	388	462	1649	183	196
"3678"	"ARMC10"	3669	585	685	3203	501	540	1799	381	413	717	152	151	286	31	34
"3679"	"LINC00266-1"	0	0	0	0	0	0	0	0	0	3	1	0	4	2	4
"3680"	"LSM7"	9468	961	1409	7837	976	1458	4381	742	782	1212	148	192	542	29	40
"3681"	"GNPTAB"	20355	2805	2953	15225	2591	2090	6480	1656	1210	1174	349	269	995	202	286
"3682"	"DBI"	4445	700	628	3058	518	590	1539	361	386	226	26	34	319	15	34
"3683"	"LOC100128164"	64	5	29	168	11	26	308	43	38	1173	289	420	904	248	312
"3684"	"PISD"	46653	6310	7418	54421	7776	7429	51925	9146	6580	19555	2826	1123	1656	255	416
"3685"	"ZNF432"	611	91	122	587	120	115	366	105	99	148	29	31	34	12	9
"3686"	"PDCD2L"	2466	274	386	2003	288	447	822	160	200	59	6	6	155	7	12
"3687"	"STYX"	7206	1807	2023	5975	1713	1820	3564	1287	1160	1897	393	423	959	121	176
"3688"	"INPP5E"	2982	246	711	3146	400	787	2099	387	534	963	154	204	179	15	21
"3689"	"MIR4720"	24	6	5	24	4	3	11	2	2	6	1	0	0	0	0
"3690"	"GPSM1"	308	17	84	89	11	37	23	2	14	26	0	12	5	1	1
"3691"	"ACAD8"	4455	483	890	4822	623	956	3334	679	783	921	127	193	268	29	35
"3692"	"SIVA1"	11847	980	1701	14130	1391	1989	10540	1566	1838	4430	510	716	446	51	53
"3693"	"FAM111A"	8958	1144	2108	16820	2179	2524	20058	3510	4050	13687	3037	3389	279	175	212
"3694"	"DZIP1"	23	4	4	13	4	4	0	3	1	0	0	0	1	0	0
"3695"	"RPS23"	100004	11709	15227	106026	12635	14337	80646	12643	12228	26892	2740	2895	4767	385	522
"3696"	"TCEANC"	640	83	147	1249	134	156	1776	225	239	5567	1194	1417	10992	1839	2354
"3697"	"CAPRIN1"	96466	11733	15221	89094	12602	13984	49659	9762	9710	17410	2274	2991	5774	440	655
"3698"	"LPHN1"	1197	64	170	822	66	124	614	58	85	214	30	73	34	3	3
"3699"	"LOC84989"	35	2	2	46	3	6	72	13	5	478	74	86	642	94	99
"3700"	"VPS37B"	34042	3106	5379	22642	2370	3731	8530	1140	1279	2189	258	356	1363	165	187
"3701"	"FBXO2"	0	0	0	1	0	0	0	0	0	0	0	0	10	1	4
"3702"	"ADAMTS1"	102	4	14	39	0	2	1	0	1	0	0	0	0	0	0
"3703"	"RQCD1"	8349	834	1144	10026	1198	1304	6962	1196	1072	2336	353	381	358	27	60
"3704"	"PRR12"	10047	630	1493	8660	911	1314	5785	876	946	1320	143	178	391	30	26
"3705"	"ZNF329"	1984	246	517	2006	251	416	1323	264	341	936	81	99	164	5	10
"3706"	"EXOC5"	16916	3692	3862	22226	4684	4366	21203	5844	5255	15095	3244	3303	1514	280	345
"3707"	"ZZZ3"	11145	1417	2017	10179	1462	1723	4586	1065	1039	548	110	97	859	58	75
"3708"	"LMO2"	40378	7130	8407	51386	8088	8963	53359	9276	9369	20054	2907	2757	2344	444	577
"3709"	"RREB1"	41969	4710	6733	32034	5425	5562	19376	3683	2853	9381	1397	1250	2226	220	299
"3710"	"PKMYT1"	14851	1047	3045	22392	1993	4166	23061	3024	4547	13672	2105	2999	280	151	203
"3711"	"DPY19L1"	10834	1591	2040	12394	2081	1945	8727	2056	2063	3275	653	952	789	113	115
"3712"	"LOC100507066"	2	0	0	0	0	0	0	0	0	22	1	7	45	6	7
"3713"	"EML4"	5571	763	1100	5015	906	867	2656	686	545	1628	195	282	341	25	82
"3714"	"PDE7B"	50	10	9	66	27	16	111	37	20	26	3	2	0	1	1
"3715"	"CLIC3"	5	3	4	6	1	1	2	0	0	0	0	0	0	0	0
"3716"	"KRT19"	87	9	33	54	10	12	50	7	8	0	0	1	8	0	0
"3717"	"MDM1"	3631	508	818	5123	716	913	4949	941	977	2706	790	875	173	49	96
"3718"	"UBLCP1"	6671	1449	1440	8091	1667	1604	6742	1922	1765	3962	797	844	641	91	112
"3719"	"NAA20"	8126	1333	1591	8443	1391	1581	5043	1170	1206	1592	222	322	577	71	109
"3720"	"LOC100506599"	45	3	6	18	2	4	6	1	0	0	0	0	0	0	0
"3721"	"C9orf82"	4777	1007	1214	5095	1090	1262	3287	1008	1040	1274	262	287	436	104	115
"3722"	"PMEL"	97	9	17	90	7	14	49	14	8	8	3	1	2	0	1
"3723"	"ACLY"	116705	12388	17546	112867	13084	16468	76389	11114	13277	21059	3064	3342	4879	669	881
"3724"	"RPA2"	19717	2231	3129	22654	2754	3074	16146	2519	2676	5550	773	988	907	126	140
"3725"	"SLC30A9"	17733	3364	4031	20551	4082	4001	16534	4307	3921	8749	1834	1753	1359	292	351
"3726"	"LLGL2"	632	78	107	607	85	89	391	100	60	134	33	14	23	4	9
"3727"	"MALT1"	1472	268	503	2113	340	539	1863	336	521	698	123	189	152	22	21
"3728"	"KCTD18"	2135	307	390	2665	343	474	2297	321	395	955	141	200	113	15	25
"3729"	"IGF2BP3"	12900	2267	2664	11368	2195	2378	7114	1542	1385	4030	522	729	941	124	180
"3730"	"SNTB2"	2136	345	345	1923	433	362	1140	393	266	505	169	132	110	37	55
"3731"	"C2orf77"	312	52	24	270	38	16	311	28	47	121	22	9	4	2	1
"3732"	"NEFM"	1	0	0	0	0	0	2	1	0	4	1	2	16	4	3
"3733"	"LOC127841"	0	0	0	0	0	0	0	0	0	0	0	1	8	1	4
"3734"	"ANKMY2"	5667	911	1293	5272	891	1105	2716	686	791	819	325	429	470	91	131
"3735"	"FOXO3"	11306	1407	1919	20854	2129	2236	35069	3795	3832	131375	26980	33797	175354	32984	41222
"3736"	"SNORD19"	45	5	11	48	6	12	12	2	2	3	1	1	2	0	0
"3737"	"AZI1"	3965	453	917	5222	657	1020	6598	954	1202	2384	339	563	168	47	53
"3738"	"C1orf38"	31536	3561	5607	29977	3488	5672	18256	2785	3533	1096	232	253	1694	232	295
"3739"	"HS2ST1"	16303	3260	3610	11543	2621	2691	4506	1337	1389	990	237	298	1707	258	297
"3740"	"FCAMR"	0	0	0	0	0	0	1	0	0	0	0	0	18	2	2
"3741"	"TRIM46"	113	5	25	35	6	6	9	1	1	1	0	0	4	0	0
"3742"	"SPRN"	1208	88	181	1006	119	152	484	93	96	84	17	27	39	5	14
"3743"	"MMGT1"	5567	959	1027	5382	950	1030	3742	900	987	1852	374	367	417	55	85
"3744"	"NCBP1"	20863	2915	3270	25691	3987	3635	17830	4019	3265	7322	1216	1422	1137	151	240
"3745"	"ACSBG2"	40	8	20	47	4	5	27	8	5	16	2	1	0	0	2
"3746"	"FAM78A"	12435	1223	2087	10892	1198	1973	9445	1227	1922	3746	390	493	498	67	87
"3747"	"ING5"	10277	1051	1535	11119	1386	1587	7587	1190	1098	2136	301	425	464	49	71
"3748"	"ACP5"	1322	288	713	1015	219	502	399	68	155	609	425	825	8617	3127	4691
"3749"	"CXADRP3"	40	5	9	42	2	5	10	0	1	0	0	0	0	0	0
"3750"	"NAB1"	5340	688	861	5417	734	749	3508	619	551	2616	470	582	286	38	47
"3751"	"SLC25A2"	208	17	25	137	11	17	65	11	7	1	2	0	6	0	1
"3752"	"FAN1"	7976	824	1390	8211	1181	1371	5157	1195	1037	1969	365	321	362	70	85
"3753"	"CPT1A"	59211	6777	10625	59372	7758	9925	34297	5816	6953	14178	3027	4201	2477	658	916
"3754"	"CENPP"	2249	283	349	2900	440	426	2516	525	547	797	164	167	89	30	30
"3755"	"ZNF765"	2782	363	449	3138	497	481	2151	428	434	1017	232	190	154	28	25
"3756"	"ZKSCAN4"	2404	286	318	2277	287	275	1377	245	195	449	40	54	128	7	7
"3757"	"CLCN5"	7302	805	1203	6572	1036	1015	3998	878	755	852	160	143	395	42	70
"3758"	"NAP1L5"	677	156	374	1137	282	484	1218	337	798	453	84	431	96	13	26
"3759"	"MORC1"	57	13	5	95	28	15	83	25	10	5	0	0	1	0	0
"3760"	"RPL15"	63530	9607	14155	61392	9873	12870	44488	8770	10502	19881	2640	2999	4837	525	656
"3761"	"SREBF1"	96483	9218	19324	120016	14680	24145	104695	18369	23465	16798	1612	2547	5972	338	502
"3762"	"LOC286190"	66	11	15	56	4	7	41	8	13	10	2	8	4	0	0
"3763"	"ASAH2"	0	0	0	0	0	0	0	0	0	10	0	0	24	6	3
"3764"	"MSRB2"	1881	222	306	1703	292	246	1108	220	173	420	41	56	100	9	11
"3765"	"ITGB1BP1"	4276	521	750	4730	625	723	2958	522	547	992	169	227	252	23	41
"3766"	"XRCC6BP1"	3210	480	690	3245	448	631	1889	383	470	540	78	98	274	16	29
"3767"	"ACAD10"	5028	562	1034	5193	675	964	4266	791	796	1745	257	271	265	38	49
"3768"	"NME3"	1943	194	520	1454	244	471	823	168	223	117	16	35	151	11	19
"3769"	"ILF2"	55065	6931	7924	58361	7593	7892	39910	6844	6561	15793	2087	2675	2708	322	405
"3770"	"DAG1"	31216	2684	4737	18707	2181	3112	8977	1273	1819	4905	731	888	1482	135	164
"3771"	"RPL6"	30723	4454	6362	31468	4662	6082	21639	4394	5350	8588	1188	1423	1990	268	393
"3772"	"SURF6"	11534	1107	1525	9037	1080	1364	3806	661	638	317	62	62	611	55	46
"3773"	"ZNF619"	2761	321	379	2582	389	351	2033	404	321	976	100	116	156	5	14
"3774"	"SLCO2B1"	47	0	4	71	2	7	126	0	1	250	14	85	2971	269	395
"3775"	"EIF2B1"	10880	1533	2182	11284	1928	2242	7020	1561	1708	2069	338	365	912	74	91
"3776"	"MPRIP"	26361	2365	3870	27307	3200	3836	19374	2929	2846	7457	1086	948	952	146	168
"3777"	"CADM3"	16	3	5	36	3	11	84	4	11	310	15	38	407	90	124
"3778"	"GRTP1"	1194	80	369	1006	105	299	366	40	116	49	10	16	63	2	12
"3779"	"CFL2"	1206	243	289	1240	251	287	781	229	200	327	106	73	141	13	19
"3780"	"TDRD7"	779	107	139	625	89	98	339	48	58	57	14	15	53	5	6
"3781"	"C22orf15"	7	1	4	1	0	1	0	0	0	0	0	0	0	0	0
"3782"	"C8orf40"	2274	409	399	1955	363	370	1181	332	322	491	86	64	144	24	40
"3783"	"RPS2"	38444	4074	8321	33096	5124	8089	21761	4919	5622	6487	762	1299	2227	312	435
"3784"	"GHR"	0	0	0	0	0	0	0	0	0	0	0	0	10	1	3
"3785"	"TDRD3"	2403	377	475	3010	460	523	2373	428	508	874	117	147	160	22	24
"3786"	"RPL23P8"	9745	1036	1739	8354	1131	1519	5664	861	1103	1032	87	131	454	47	75
"3787"	"HINT3"	4162	806	1172	3614	671	1081	2184	498	735	1120	238	344	436	47	108
"3788"	"PSMA8"	3	4	10	10	8	12	8	5	1	3	0	0	0	0	0
"3789"	"BMP1"	1121	88	124	925	111	127	548	83	91	217	25	17	27	5	5
"3790"	"BTN3A1"	665	97	153	442	84	89	197	42	43	147	17	13	47	6	4
"3791"	"UPF3A"	2059	431	679	1783	405	583	1211	330	345	577	131	122	304	21	35
"3792"	"NCAPG"	21151	3963	3617	38325	5864	4766	49083	9639	7839	26432	5108	5378	716	392	501
"3793"	"BAHCC1"	819	30	87	519	26	66	255	28	28	22	1	1	10	1	1
"3794"	"NUS1"	3749	837	869	3909	807	793	2438	725	664	997	226	221	373	64	75
"3795"	"ERLIN2"	10315	1612	1754	9634	1587	1823	4861	1143	1041	1362	228	237	946	58	58
"3796"	"NUDT16P1"	513	108	161	453	86	167	323	84	106	159	19	25	96	1	1
"3797"	"UTP14A"	7206	916	1082	7005	948	1143	3836	743	759	972	173	149	388	39	73
"3798"	"TUBG2"	1035	119	178	1489	221	269	1510	253	178	321	54	24	39	7	8
"3799"	"GMPS"	32364	5105	5786	41662	6149	6307	35597	6600	6544	17188	3073	2716	1836	301	431
"3800"	"ARHGAP23"	19721	2559	3776	34231	4771	5078	38432	6116	6102	16178	2409	2223	728	243	271
"3801"	"OASL"	1	0	3	3	0	7	3	0	2	5	0	8	95	10	21
"3802"	"PRPF40B"	279	30	74	255	50	70	118	51	32	58	9	10	25	2	1
"3803"	"GIN1"	617	126	142	826	153	206	748	211	192	296	81	80	60	10	12
"3804"	"F3"	31	6	8	24	5	2	4	3	1	5	0	5	0	1	0
"3805"	"FBXL12"	4572	355	768	3361	335	659	1997	260	371	538	51	96	270	11	8
"3806"	"ELP3"	8768	1294	1539	9620	1381	1448	6558	1302	1249	1858	269	357	601	56	79
"3807"	"NPEPL1"	148	11	37	110	14	27	45	4	3	5	2	3	3	1	2
"3808"	"ZNF135"	35	8	7	48	5	16	48	5	10	8	0	0	0	0	0
"3809"	"SMARCAD1"	18805	3006	3926	20333	3826	3991	11969	3248	3092	6064	1267	1784	1349	299	363
"3810"	"SATB2"	64	5	12	49	4	6	26	8	3	12	0	3	0	0	0
"3811"	"KRT18"	10	2	7	1	5	4	1	1	4	13	6	11	72	22	33
"3812"	"C9orf80"	2663	438	467	2941	535	472	2482	568	501	1635	305	313	184	26	33
"3813"	"C15orf17"	3458	468	885	3905	649	952	3276	685	910	1205	178	238	323	23	34
"3814"	"UBE2NL"	753	69	118	710	86	107	406	60	90	87	24	26	38	3	6
"3815"	"BUD13"	7209	832	1254	7424	1050	1212	6121	975	1050	2467	378	518	376	53	67
"3816"	"MESDC2"	6995	903	1137	7253	1006	1039	4925	862	855	2707	306	354	428	30	43
"3817"	"FAM118A"	9755	2045	2006	13059	2647	2195	10641	2704	1988	3222	1087	523	673	162	217
"3818"	"MXI1"	9358	1972	2735	20755	3281	3931	31504	5496	6178	50461	14448	17082	98512	23351	30105
"3819"	"ARMCX5"	1139	126	184	1264	169	177	1021	207	165	313	45	34	55	4	9
"3820"	"TMEM204"	10	10	17	7	4	15	2	0	1	0	1	2	5	0	0
"3821"	"PABPC4"	78953	10057	15547	71483	10663	13981	35913	7847	8232	10965	1531	1877	6017	446	659
"3822"	"EIF2C4"	3868	451	754	3749	575	564	2967	543	456	1100	241	237	250	30	30
"3823"	"YOD1"	15396	3106	3132	20524	4015	4118	24038	5215	5698	55375	18561	24909	82163	34134	41495
"3824"	"TMEM106C"	7597	788	1342	10513	1177	1319	9717	1432	1710	6654	1246	1581	193	86	138
"3825"	"C12orf43"	3056	382	634	3169	403	541	1749	316	403	380	61	110	225	18	28
"3826"	"C8orf46"	38	2	15	26	2	3	6	1	0	1	1	2	0	0	0
"3827"	"HSD17B4"	29217	3666	5323	35753	4403	5655	30184	4978	5822	10043	1998	1604	1516	254	321
"3828"	"IL18"	420	129	72	437	78	45	405	100	49	24	10	0	13	5	5
"3829"	"SNORD30"	224	21	40	333	55	85	139	49	59	57	23	22	13	2	3
"3830"	"CRCP"	7831	876	1205	8240	1073	1170	5621	972	950	2051	372	400	338	49	95
"3831"	"KLF5"	246	36	54	270	34	47	238	62	62	334	149	287	1002	553	747
"3832"	"C1QBP"	26466	3185	3748	22106	3028	3426	10287	2063	1959	925	182	262	1420	177	280
"3833"	"NME5"	20	4	4	8	3	2	8	1	2	0	0	0	0	1	0
"3834"	"RNF217"	762	152	281	1199	239	375	1196	338	474	340	67	77	84	15	23
"3835"	"UQCRH"	14495	2043	2833	15808	2185	2820	11625	2183	2514	4652	632	833	988	108	145
"3836"	"GFER"	3460	351	626	3660	455	641	2661	504	546	726	124	193	223	20	22
"3837"	"ERAP1"	14111	1440	2530	15465	1874	2483	13241	1966	2410	6804	860	1305	813	78	74
"3838"	"IGJ"	5	0	1	3	0	1	3	0	1	2	4	3	13	15	14
"3839"	"GPR161"	372	61	30	431	80	28	202	44	17	15	8	5	14	2	1
"3840"	"AKT1"	28205	2500	4389	30709	3101	4892	23184	3033	4272	8738	1233	2075	1300	138	162
"3841"	"CD97"	7322	481	1099	8112	597	920	5996	501	622	414	41	130	172	20	46
"3842"	"MTF2"	11558	1986	2561	13445	2225	2692	10489	2500	2673	4684	847	1104	893	166	201
"3843"	"FHOD3"	602	53	104	451	44	90	265	28	50	115	24	22	29	3	2
"3844"	"C17orf70"	7193	601	1231	7161	821	1340	4944	777	1051	1820	253	353	406	29	34
"3845"	"DCAF16"	16413	2066	2684	18716	2679	2877	15457	2938	3001	5700	1002	1043	931	136	150
"3846"	"OXNAD1"	3997	523	707	4356	589	751	2592	565	614	516	121	94	249	42	40
"3847"	"GGA2"	38121	3331	5768	42041	4589	5675	25167	4237	4089	6955	1197	1108	2137	125	153
"3848"	"MEAF6"	6073	1070	1186	6763	1163	1263	5259	1162	1317	2313	450	449	529	50	83
"3849"	"C16orf13"	4957	557	892	4289	668	880	2327	506	437	573	94	79	333	26	37
"3850"	"GMFB"	7755	1729	1731	6462	1518	1314	3524	1214	973	2279	452	568	739	124	204
"3851"	"CYP2R1"	1056	155	240	918	124	178	639	130	165	780	108	106	75	10	10
"3852"	"ACAT2"	19238	2661	2281	16563	2204	2065	10645	1863	1845	4984	706	735	1044	92	114
"3853"	"KIAA1217"	100	6	13	58	1	4	7	1	0	2	4	0	0	0	0
"3854"	"SPESP1"	68	164	81	146	194	121	140	206	111	66	105	31	6	23	31
"3855"	"NHP2"	9850	917	1471	9875	1044	1470	5688	975	1027	1083	116	156	463	33	59
"3856"	"ZNF726"	129	14	19	183	33	27	181	51	42	81	12	8	2	3	0
"3857"	"RPS6"	288277	34428	54386	297343	38665	51877	236172	35400	45699	84855	7784	9965	16908	1416	1927
"3858"	"PHF17"	17621	2632	3000	24036	3547	3327	25435	4217	4012	17574	3365	3235	663	256	310
"3859"	"FKBP5"	49747	7277	8794	46261	7094	8034	23606	5060	4944	6782	1452	1598	5880	152	178
"3860"	"ATP5C1"	24913	3877	4213	25768	3673	4048	15056	3005	3122	4619	751	750	1686	190	254
"3861"	"PARPBP"	4243	948	1031	6209	1109	1257	7690	1640	1704	3904	1079	1311	287	124	142
"3862"	"SOAT1"	7052	1091	1267	4957	818	996	2651	462	543	1667	212	358	584	45	53
"3863"	"KIAA1024"	143	11	16	99	11	11	40	11	12	27	5	5	5	0	0
"3864"	"AP1S1"	3324	344	458	3019	288	378	2139	280	317	681	87	112	130	14	23
"3865"	"PC"	10648	1116	1819	13825	1524	2079	13643	1856	2314	4336	621	955	443	79	104
"3866"	"SNCAIP"	54	22	7	26	16	5	35	24	0	2	3	1	0	0	1
"3867"	"SOWAHC"	3	35	27	3	10	12	2	3	3	0	1	0	3	1	0
"3868"	"ARHGDIB"	14560	1443	1514	9617	1170	1119	4073	719	464	356	49	40	536	51	73
"3869"	"PHOSPHO1"	10653	1719	2304	20751	2457	4060	36157	3930	5921	128772	14400	21520	288622	29110	41113
"3870"	"GORASP1"	10260	796	1839	10607	1102	1696	6943	947	1215	1529	285	307	477	47	68
"3871"	"TXNDC15"	1983	275	409	2199	299	379	1610	324	318	298	53	84	213	6	10
"3872"	"YTHDC2"	10424	1624	2236	14981	2722	2792	12870	3138	3094	6122	1521	1476	597	193	271
"3873"	"ACAP1"	4800	525	735	4560	531	750	3846	471	604	344	36	40	250	16	25
"3874"	"COL4A4"	82	38	4	43	34	4	49	16	4	21	7	1	0	0	1
"3875"	"PLRG1"	16461	2439	3128	20267	3035	3207	15481	3375	2962	6252	1061	1230	981	171	247
"3876"	"AP1AR"	2858	556	635	2071	449	564	698	262	243	167	45	52	424	28	31
"3877"	"LETM1"	26439	2151	5490	28628	2974	6235	17189	2656	4408	4155	481	962	1683	110	112
"3878"	"MMS19"	27397	3167	4777	25570	3569	4377	16398	3030	3056	4784	709	778	1916	119	182
"3879"	"PARL"	5436	735	936	5204	805	865	3026	541	572	1146	195	176	407	31	36
"3880"	"GBP2"	17	0	0	8	2	3	15	4	1	191	9	25	3089	33	37
"3881"	"RPS3A"	5285	824	1140	5259	881	993	4099	734	764	1566	207	208	411	34	56
"3882"	"IDS"	1806	224	281	1720	244	281	1053	195	212	1265	219	398	20677	3607	5031
"3883"	"CERS4"	1850	158	292	1147	94	196	334	37	39	4	1	0	134	1	4
"3884"	"MRPS10"	5290	1087	1096	6810	1273	1253	4581	1182	1118	1749	384	372	460	79	99
"3885"	"SNRPD3"	22283	3178	3933	24149	3731	3998	16923	3580	3334	6199	955	1144	1733	125	194
"3886"	"RSL1D1"	40450	6566	8445	35989	5816	7063	17392	3871	4145	3393	510	543	3793	274	383
"3887"	"LOC100506469"	632	40	118	512	41	100	320	35	88	84	9	18	27	2	1
"3888"	"HDDC2"	6714	974	1152	6628	1087	1147	4331	764	876	1680	154	233	417	49	52
"3889"	"LIMK1"	2622	283	296	1938	260	304	683	99	79	93	6	11	125	2	12
"3890"	"MYRIP"	51	11	1	20	7	3	0	1	0	0	1	0	0	0	0
"3891"	"SYK"	13552	936	1389	10343	875	1027	5341	446	402	4942	900	390	260	48	49
"3892"	"IFT88"	1048	267	228	1469	339	285	1295	404	313	455	169	159	93	22	42
"3893"	"ABHD11"	1081	100	178	1248	157	210	813	157	123	234	33	39	48	7	7
"3894"	"LINC00116"	3235	211	338	3151	315	362	2271	295	275	611	39	99	95	7	8
"3895"	"VKORC1"	6997	746	1051	7242	828	1177	5226	806	1012	613	83	129	373	25	58
"3896"	"ABI3BP"	24	4	18	19	4	8	21	3	2	5	0	5	1	0	0
"3897"	"RBBP4"	32150	3522	5825	37287	4652	5826	26305	4453	5181	9362	1598	1804	1989	195	250
"3898"	"LOC644990"	8	4	5	14	2	2	2	1	2	0	0	0	1	0	0
"3899"	"CSF1"	7345	870	1955	4979	597	959	1755	202	287	84	18	39	988	8	19
"3900"	"EFCAB11"	885	125	116	887	148	119	798	127	124	453	95	95	27	8	18
"3901"	"LOC100128361"	1151	118	182	1247	186	174	969	161	143	214	65	46	51	13	8
"3902"	"MYO1E"	141	263	22	133	151	16	148	89	21	74	12	20	16	3	1
"3903"	"ZNF133"	2304	207	431	2495	290	408	1821	292	323	695	121	119	142	8	13
"3904"	"PAN2"	10830	1164	2495	16186	2231	3112	15088	3130	3169	5947	1037	1315	683	92	134
"3905"	"ZNF629"	7632	574	1029	7271	626	992	4992	620	716	1347	107	176	287	15	31
"3906"	"NUDT7"	554	94	116	730	118	136	627	167	161	187	27	33	34	6	12
"3907"	"ADAMTS13"	98	17	34	96	11	35	80	24	34	58	9	13	11	0	1
"3908"	"METTL3"	8811	1149	1919	9157	1438	2005	5692	1273	1435	2079	436	495	642	98	132
"3909"	"STRA13"	8650	673	1144	9616	833	1175	6526	754	808	2577	308	367	289	25	46
"3910"	"ADAL"	3785	494	667	5261	673	732	4790	836	836	2697	441	515	166	42	51
"3911"	"SUZ12P"	649	145	201	792	132	202	547	141	227	203	104	96	51	26	35
"3912"	"ACOT1"	248	10	33	257	13	12	209	11	7	17	2	2	1	0	0
"3913"	"ATP1A3"	31	3	0	65	1	5	113	3	7	1000	149	372	1284	90	157
"3914"	"LINC00265"	116	14	18	107	17	19	69	28	11	4	2	0	3	2	1
"3915"	"ZNF613"	955	105	150	838	157	113	611	139	161	307	24	64	47	5	8
"3916"	"LOC100131193"	323	16	63	422	38	91	274	49	60	123	17	37	13	0	1
"3917"	"SYPL1"	8292	1583	1809	7784	1451	1735	4573	1082	1334	2369	489	475	943	79	102
"3918"	"NUP188"	47047	4057	6510	54812	5942	7221	40132	6211	6388	13502	2152	2706	1557	297	434
"3919"	"ZNF643"	467	65	59	444	78	59	206	80	51	76	11	16	23	4	5
"3920"	"MYO18B"	59	28	41	240	45	67	1041	98	230	4248	1509	3059	810	237	278
"3921"	"BDAG1"	17	3	6	10	1	4	8	0	1	0	0	0	0	0	0
"3922"	"ZNF833P"	227	32	51	400	41	89	298	58	156	45	18	24	13	3	5
"3923"	"NOA1"	8890	1487	2112	8408	1478	1966	6011	1337	1455	2821	353	386	870	67	92
