ID	logFC	AveExpr	t	P.Value	adj.P.Val	B
PURG	2.228905333	4.391026912	4.493015072	0.005352726	0.069911549	-2.244362172
NPAS1	-1.298272588	3.779908768	-4.492059917	0.005357743	0.069943784	-2.245405484
LINC00607	-1.578988531	2.374456766	-4.490258557	0.00536722	0.07000089	-2.247373477
MOCS1	2.358938532	1.7077901	4.483717547	0.005401791	0.070251446	-2.254523688
CHST8	1.992426641	1.329546654	4.479765351	0.005422804	0.070424587	-2.258847111
NPC1L1	-2.362330432	3.345116248	-4.47648456	0.005440317	0.070514104	-2.262437862
MIR124-1HG	3.056641667	2.302296865	4.475996435	0.005442929	0.070514104	-2.262972243
FJX1	-1.239869531	4.098838613	-4.46813775	0.005485168	0.07079892	-2.271580604
SLC25A48	-1.440642698	2.638617183	-4.467371864	0.005489305	0.070819001	-2.272420053
FAM81B	-3.207045371	2.872640993	-4.464427612	0.00550524	0.070991211	-2.275647923
SLA	-1.380445694	6.382964111	-4.46166416	0.005520245	0.071087357	-2.278678772
TMED10P2	-1.102707432	3.317756389	-4.45402099	0.005561991	0.07138402	-2.287067543
FUNDC2P1	2.302296865	1.679469266	4.453025913	0.005567452	0.07138402	-2.288160343
SYT5	-1.710183588	3.862547732	-4.443426219	0.005620456	0.071540186	-2.29871051
TMEM204	-1.045834508	2.825214119	-4.443362543	0.00562081	0.071540186	-2.298780538
TNFSF14	-1.441269548	4.683929498	-4.436508814	0.005659009	0.071892988	-2.30632149
CERS4	-1.394455755	4.697110456	-4.433011964	0.005678612	0.072041981	-2.310171719
PFN4	1.226023968	2.689284881	4.427209795	0.005711312	0.072399116	-2.316564336
H2AC20	1.217964608	6.679586392	4.416293721	0.005773418	0.072915824	-2.328605146
LINC00891	-1.543118873	2.29988027	-4.415584597	0.00577748	0.072915824	-2.329387961
H2BC19P	1.227472771	7.220610221	4.415253287	0.005779378	0.072915824	-2.329753728
INKA2-AS1	2.581611279	2.926435838	4.408891968	0.00581597	0.073200022	-2.336779857
OSBPL10	1.454190026	4.198656758	4.40855612	0.005817909	0.073200022	-2.337150975
C2orf74	1.096998745	3.563297412	4.40782446	0.005822136	0.073219637	-2.337959532
CRB2	-2.421776179	4.148815153	-4.404303223	0.00584253	0.073393809	-2.341851991
SAXO1	1.127538674	3.589374536	4.404062935	0.005843925	0.073393809	-2.342117679
SQLE-DT	1.217358899	3.870224398	4.403127282	0.005849359	0.073393809	-2.343152324
MEIOB	-1.404174059	3.685848601	-4.401288672	0.005860054	0.073491185	-2.345185847
PCDH12	1.81981054	3.147987109	4.400872893	0.005862476	0.073491185	-2.345645775
HSD3B7	-2.055155118	2.61254006	-4.395606592	0.005893249	0.073641459	-2.351473548
LY86-AS1	-2.128312631	2.861595456	-4.394963561	0.005897019	0.073655029	-2.352185425
MIR126	1.47120931	3.704568187	4.390502031	0.005923253	0.073915412	-2.357126372
SNRPGP2	-2.269118307	2.191200821	-4.388315059	0.005936162	0.073973617	-2.359549456
HEATR5A-DT	1.15766469	3.529415359	4.385616906	0.005952131	0.074107278	-2.362539914
C11orf65	1.087697352	4.747523609	4.38083546	0.005980553	0.074359924	-2.367842089
APBB1IP	-1.112149883	6.486428646	-4.376784283	0.006004755	0.074479111	-2.372337195
MIR223HG	-2.020364041	5.022239891	-4.376052641	0.006009138	0.074479111	-2.373149277
LINC02303	-3.034429269	2.045535468	-4.37384541	0.006022382	0.074580283	-2.375599679
LINC02412	-2.238081839	1.647361753	-4.369917823	0.006046032	0.074580283	-2.379961808
DAP3P1	1.333333333	0.666666667	4.369724863	0.006047197	0.074580283	-2.380176178
RNU6-882P	1.333333333	0.666666667	4.369724863	0.006047197	0.074580283	-2.380176178
MIR5091	1.333333333	0.666666667	4.369724863	0.006047197	0.074580283	-2.380176178
CBY3	1.333333333	0.666666667	4.369724863	0.006047197	0.074580283	-2.380176178
SENCR	1.333333333	0.666666667	4.369724863	0.006047197	0.074580283	-2.380176178
SEPTIN12	1.333333333	0.666666667	4.369724863	0.006047197	0.074580283	-2.380176178
RNVU1-7	1.115821062	3.79599237	4.364409071	0.006079382	0.074873344	-2.386084011
IGSF9	1.038181135	5.072942381	4.363999017	0.006081873	0.074873344	-2.386539913
H2AC5P	1.869937313	4.644729662	4.358510009	0.006115329	0.075116682	-2.39264513
DMKN	1.101813324	4.539982082	4.354733841	0.006138467	0.07519896	-2.396847895
FOXH1	-2.117225146	1.586933407	-4.349108389	0.006173122	0.07540795	-2.403112903
IFITM4P	-2.117225146	1.586933407	-4.349108389	0.006173122	0.07540795	-2.403112903
PCOTH	-2.056641667	1.361654167	-4.347561266	0.006182692	0.075455777	-2.404836767
ST8SIA1	-1.548460681	4.597274681	-4.34361435	0.006207184	0.075530754	-2.409236232
NPTX2	2.730411836	3.936621091	4.341165956	0.006222432	0.075556536	-2.411966553
SETD9	1.077579687	5.354656463	4.338976021	0.006236108	0.075625186	-2.414409434
KCNAB3	1.383792928	5.770306107	4.338889959	0.006236646	0.075625186	-2.41450545
MUCL3	2.752462614	1.376231307	4.33764411	0.006244442	0.075686273	-2.415895544
PRKCZ	1.547952063	2.547952063	4.324292771	0.006328691	0.07638739	-2.43080762
C3AR1	-1.760428703	3.646617025	-4.321771175	0.006344748	0.07638739	-2.43362705
SUSD5	1.133512643	2.643029218	4.320922136	0.006350165	0.07638739	-2.434576592
FAM3C2P	1.076047197	7.54805782	4.319266313	0.006360744	0.07638739	-2.436428736
ZMIZ1-AS1	-1.088928847	2.934439424	-4.300805895	0.006480069	0.077326279	-2.45710637
CD72	1.203811571	2.765856817	4.291075822	0.00654399	0.077736891	-2.468026136
ERO1B	1.582570145	5.843404953	4.29065485	0.006546771	0.077736891	-2.468498908
ACTBP4	2.043094339	1.021547169	4.289406135	0.006555031	0.077777033	-2.469901436
F13A1	1.014926208	4.866401636	4.287558503	0.006567274	0.077850432	-2.471977095
STXBP5-AS1	-2.220988338	3.520100399	-4.281559895	0.006607202	0.077948634	-2.478719637
RANP4	-3.066635333	2.997423474	-4.272717558	0.006666565	0.078451223	-2.488668665
LTF	-1.102935724	5.054726197	-4.269233686	0.006690121	0.078622526	-2.492591874
TLNRD1	1.212497184	4.616011001	4.268733927	0.006693507	0.078628655	-2.493154808
SHCBP1L	-1.583162702	4.74501837	-4.265705422	0.006714074	0.078802778	-2.496566973
FGD2	-1.097593916	2.379414657	-4.262291508	0.006737344	0.078907148	-2.500415065
MYCT1	1.097593916	2.379414657	4.262291508	0.006737344	0.078907148	-2.500415065
CTCFL	-1.77062481	2.275287406	-4.259161109	0.006758762	0.079056774	-2.50394516
LINC00885	-1.724790302	2.252370152	-4.256052726	0.006780107	0.079171453	-2.507451921
TBXT	2.163951032	1.081975516	4.250703473	0.00681702	0.079332418	-2.513490227
DPP9-AS1	1.111300246	4.076397597	4.249080323	0.006828266	0.079429607	-2.515323331
ATP2C2	1.389975	1.028320834	4.243617006	0.006866274	0.079635432	-2.521496307
EFR3B	1.037083031	5.190346533	4.231162856	0.006953824	0.080170769	-2.535585373
H2AZ1-DT	1.094653415	4.860397335	4.229101717	0.006968436	0.080277437	-2.537919392
LGR6	-2.076272897	1.899790615	-4.228060861	0.006975828	0.08029173	-2.539098299
MIR3153	1.175515271	3.051863443	4.214786007	0.007070895	0.080813178	-2.55414847
DEPP1	-1.694574988	4.98516347	-4.211630069	0.007093713	0.080875812	-2.557730466
SSTR3	2.163951032	1.61029635	4.210573818	0.007101369	0.080877838	-2.558929657
ACKR2	-1.158439168	5.30468856	-4.21033807	0.007103079	0.080877838	-2.559197331
ZCCHC12	3.693552554	3.728061674	4.207171186	0.007126095	0.081054485	-2.562793926
COL10A1	1.968963532	1.846135933	4.205981599	0.007134763	0.081098467	-2.564145326
ADAMTS4	-1.02915428	3.507003781	-4.203069691	0.00715603	0.081211179	-2.567454248
ZNF114	-1.580897402	4.000234241	-4.202549135	0.00715984	0.081220823	-2.568045914
HSPA8P15	1.912321865	1.817815099	4.200253417	0.007176668	0.081344469	-2.57065574
FAM153CP	-1.024038292	3.699433288	-4.196027525	0.007207764	0.081562163	-2.57546196
LINC02334	-1.424487535	4.08867144	-4.193296945	0.007227938	0.08172305	-2.578568986
TMEM59L	1.623454907	2.340048287	4.191642414	0.007240193	0.081760552	-2.580452176
MIR9-1HG	1.305845947	3.943044546	4.188824509	0.00726112	0.081862122	-2.583660493
HOPX	-1.723308334	0.861654167	-4.18661492	0.007277578	0.081946665	-2.586177071
USP17L2	1.723308334	0.861654167	4.18661492	0.007277578	0.081946665	-2.586177071
TMEM163	2.557475114	2.581034422	4.179280814	0.007332511	0.082227801	-2.594535545
AKR1C6P	-1.182812208	2.967833776	-4.172613005	0.007382863	0.082691084	-2.602141868
H3C5P	2.667605005	2.774445201	4.168577428	0.00741353	0.08282417	-2.606748801
CLEC4OP	-1.346880661	3.536345209	-4.165115289	0.007439955	0.082958063	-2.610703113
ZNF385D	-1.279314414	2.803608239	-4.160032156	0.007478946	0.083291299	-2.616512214
RANGRF	-1.290121573	2.701702454	-4.157631537	0.007497442	0.083348656	-2.619257075
A2ML1	-2.573374028	4.298744885	-4.153141338	0.007532176	0.08354505	-2.624393547
LINC02573	-2.414920078	1.735780873	-4.151653222	0.007543729	0.083596953	-2.626096536
ALOXE3	-2.527150561	2.565872146	-4.150117531	0.007555671	0.083636615	-2.627854326
ADRB2	1.273286689	3.959052097	4.145865817	0.007588848	0.08383477	-2.63272285
CEBPA	1.362487614	2.681243807	4.143325002	0.007608753	0.083900776	-2.635633602
GALNT12	1.326849212	3.517505414	4.142762548	0.007613168	0.083900776	-2.636278083
MCF2L2	-1.735285847	4.552737069	-4.138898384	0.007643575	0.083936993	-2.640707112
SLAMF6	-2.603309622	2.603951676	-4.138157149	0.007649423	0.083936993	-2.641556965
ZNF423	1.848106839	1.785707586	4.136759611	0.007660464	0.084017108	-2.643159524
RNU1-4	2.37481482	4.489704275	4.13116194	0.00770487	0.084268368	-2.649581411
GIMAP2	-1.2527952	5.226967053	-4.130749969	0.00770815	0.084270651	-2.650054232
DRP2	-1.209624066	5.821773185	-4.126006049	0.00774603	0.084583693	-2.655500757
CNN1	-1.825555306	6.202465529	-4.12095816	0.007786572	0.084832166	-2.661300092
LRAT	2.238081839	2.175682587	4.119758535	0.007796242	0.084861827	-2.662678877
RIMBP2	-1.329982112	2.721632723	-4.116349877	0.007823793	0.085011303	-2.666597823
LINC01123	1.904748506	1.81402842	4.116072009	0.007826044	0.085011303	-2.666917369
RNVU1-24	1.648523688	4.665449163	4.107627786	0.007894798	0.085561281	-2.676633827
NDST3	2.1949875	1.09749375	4.104892937	0.007917213	0.0856263	-2.679783084
LINC02177	1.251629167	0.959147917	4.101956319	0.007941363	0.0856263	-2.683165973
SSTR5	1.251629167	0.959147917	4.101956319	0.007941363	0.0856263	-2.683165973
RSPO1	1.251629167	0.959147917	4.101956319	0.007941363	0.0856263	-2.683165973
IVL	1.251629167	0.959147917	4.101956319	0.007941363	0.0856263	-2.683165973
MIR4489	-1.251629167	0.959147917	-4.101956319	0.007941363	0.0856263	-2.683165973
ST6GALNAC4P1	-1.251629167	0.959147917	-4.101956319	0.007941363	0.0856263	-2.683165973
SLC25A5P1	-1.251629167	0.959147917	-4.101956319	0.007941363	0.0856263	-2.683165973
SMIM2-IT1	1.251629167	0.959147917	4.101956319	0.007941363	0.0856263	-2.683165973
ADAMTS7P4	1.251629167	0.959147917	4.101956319	0.007941363	0.0856263	-2.683165973
ZDHHC19	2.056641667	1.889975	4.098869134	0.007966841	0.085833559	-2.686723749
CLDN7	-1.578585494	4.366681889	-4.097479117	0.007978343	0.085866067	-2.688326132
L1TD1	1.620798762	2.64101708	4.094657968	0.008001745	0.085881804	-2.691579217
CSF2	1.307988036	3.313087326	4.094553185	0.008002616	0.085881804	-2.691700067
DUSP2	1.033024653	6.765070435	4.093056697	0.008015063	0.085981756	-2.693426201
NECTIN1-DT	-1.330043252	3.648783198	-4.092620194	0.008018697	0.085987133	-2.693929753
ST8SIA4	-1.17759701	6.173291149	-4.077651621	0.008144484	0.086835544	-2.711215444
PARD3B	-1.451930516	3.69492879	-4.074462496	0.008171572	0.087028458	-2.714902725
CRYBA4	-1.900366714	3.521598529	-4.074307403	0.008172892	0.087028458	-2.715082085
TLL2	-1.421289686	3.207929208	-4.072736788	0.008186273	0.087075509	-2.716898653
FMNL1-DT	-2.954542519	4.142055739	-4.07143048	0.008197421	0.087154375	-2.718409816
P2RY2	-2.608142812	1.832392239	-4.05590887	0.008331216	0.088200962	-2.736385752
TP53I11	1.20403377	4.504469929	4.052571665	0.008360306	0.088406606	-2.74025552
EDDM13	1.073119454	5.48065862	4.051542292	0.008369302	0.08844477	-2.741449512
SFTPD-AS1	-1.598427363	2.768177213	-4.042599144	0.008447925	0.089161347	-2.751829774
H3C15	1.965427751	4.738309389	4.041437235	0.008458201	0.089234775	-2.753179304
DPEP3	-1.497284365	1.081975516	-4.033216613	0.008531315	0.089605769	-2.762733341
MIR4637	1.497284365	1.081975516	4.033216613	0.008531315	0.089605769	-2.762733341
HS1BP3-IT1	1.497284365	1.081975516	4.033216613	0.008531315	0.089605769	-2.762733341
PAWRP1	1.961785811	2.89918874	4.022402903	0.008628588	0.090097826	-2.775317019
ABHD1	1.955416204	1.506028935	4.016727758	0.008680142	0.090361071	-2.781928309
CORIN	-1.955416204	1.506028935	-4.016727758	0.008680142	0.090361071	-2.781928309
GAL3ST4	1.523204845	3.087362397	4.013097782	0.008713301	0.090524366	-2.786159685
PINLYP	-1.368733135	4.464316568	-4.00344427	0.008802187	0.091044404	-2.797422487
ESAM	1.429698901	3.683812982	4.001959627	0.008815948	0.09111805	-2.799155908
PYGO1	-1.784545652	3.413020301	-3.996034806	0.008871109	0.091447071	-2.806076939
MMP24	1.059869185	3.985375331	3.993927843	0.00889082	0.091547085	-2.808539481
PKD1L2	1.709761006	1.71653467	3.985711683	0.008968159	0.092090787	-2.818148802
SNORA73B	1.005901839	5.039959185	3.984238572	0.008982106	0.092106863	-2.819872804
MYO5B	-1.1949875	4.451574558	-3.983870331	0.008985596	0.092108234	-2.820303814
C6orf141	1.881285397	1.468963532	3.981270138	0.009010285	0.092193614	-2.823347825
RPL31P30	1.881285397	1.468963532	3.981270138	0.009010285	0.092193614	-2.823347825
RNF175	-2.500833447	2.886046922	-3.981224019	0.009010724	0.092193614	-2.823401825
PRUNE2	-1.64804588	3.693133044	-3.970250022	0.009115781	0.092858271	-2.836260548
H1-6	1.000480658	2.822168424	3.970196979	0.009116292	0.092858271	-2.836322746
MPRIPP1	1.382164102	3.239034114	3.967870042	0.009138749	0.092930506	-2.839051738
ABCB4	-1.290677279	4.888120545	-3.962682885	0.009189034	0.093115976	-2.845138166
SAMD5	-1.01963123	5.19705185	-3.952302639	0.009290609	0.093867304	-2.857330493
FAM138E	-2.330789409	3.782644385	-3.94799191	0.009333165	0.094101173	-2.862398648
GPR85	-3.372362157	2.621966052	-3.947153967	0.009341463	0.094101173	-2.863384158
PDE6A	-1.497417627	4.343587095	-3.946775666	0.009345212	0.094101173	-2.863829115
OLFML3	1.249487078	2.701016436	3.946574134	0.00934721	0.094101173	-2.864066167
TATDN2P3	-2.076272897	1.566457282	-3.946445018	0.00934849	0.094101173	-2.864218042
SEC14L5	2.076272897	1.566457282	3.946445018	0.00934849	0.094101173	-2.864218042
SMG1P3	1.077858771	6.779737385	3.944236456	0.00937042	0.09425722	-2.866816308
LRRC71	-1.57922892	3.940018164	-3.942013052	0.009392556	0.094410672	-2.869432798
CYP4F26P	-1.049342177	6.912190594	-3.935205237	0.009460705	0.094817821	-2.877448956
ANO7L1	-1.442437733	4.736130742	-3.929579998	0.009517439	0.095140681	-2.884078051
PALM	-3.519655764	3.802922221	-3.928860216	0.009524726	0.095146707	-2.884926635
POU3F1	1.440642698	3.120212131	3.926612527	0.009547523	0.095270391	-2.887577057
TIAM1	2.081567528	3.496224502	3.916478875	0.009651074	0.095659223	-2.899536123
FAM114A1	-1.294824747	5.481772491	-3.916260287	0.009653322	0.095659223	-2.899794262
SOX11	1.871569948	1.992426641	3.91601054	0.009655891	0.095659223	-2.900089206
TBX19	1.064792682	3.91902012	3.912584724	0.009691205	0.09592146	-2.90413597
LINC02910	-1.242915029	4.164576388	-3.91204061	0.009696828	0.09592309	-2.904778874
EMB	1.635630199	1.679469266	3.908455153	0.009733969	0.096162853	-2.90901646
IL1B	-1.014716923	3.532072283	-3.907245062	0.009746541	0.096190002	-2.910447093
ADM	1.01989648	5.584715976	3.907071363	0.009748347	0.096190002	-2.910652467
DACT3	3.192887169	3.468013532	3.903332776	0.009787312	0.09640724	-2.915073952
GPRACR	-1.674286986	2.667761192	-3.903084559	0.009789906	0.09640724	-2.915367586
FIBCD1	2.1949875	1.625814584	3.902937476	0.009791443	0.09640724	-2.915541585
COL9A3	-3.070165803	3.332522043	-3.900327488	0.009818763	0.096477086	-2.918629758
GAR1-DT	-2.043094339	2.021547169	-3.89990941	0.009823147	0.096477086	-2.919124533
FZD8	1.391075875	4.813621065	3.897419631	0.009849303	0.096519454	-2.922071616
HOXA1	2.354914255	2.177457127	3.896388762	0.009860155	0.096564069	-2.923292108
FAM222A	1.439325732	6.230047191	3.893848556	0.009886956	0.09679199	-2.926300274
SEMA6B	-1.666666667	3.159093308	-3.889927114	0.009928491	0.097094696	-2.930946085
NUP210L	1.593406264	5.014318123	3.885366392	0.009977046	0.097257593	-2.936352255
SLC16A6P1	-1.711506555	3.556849214	-3.883460149	0.009997421	0.097352456	-2.938612822
CNOT7P1	2.16926488	2.08463244	3.881647602	0.010016837	0.097403272	-2.940762797
GUCY2F	-1.692667504	3.367081227	-3.874805665	0.010090517	0.097736456	-2.948883021
ASB9	-1.910657703	3.656424788	-3.874617204	0.010092555	0.097736456	-2.949106796
FBXO27	-1.590276349	2.430768373	-3.868594592	0.010157935	0.098114715	-2.956260778
DNAJC12	-1.581227323	4.248235348	-3.867602993	0.010168746	0.098175084	-2.95743919
PLA2G4B	1.396261343	4.944724208	3.867365156	0.010171341	0.098175084	-2.957721858
GPR61	1.852989097	3.057267023	3.863219294	0.010216694	0.098578165	-2.962650577
TRPM8	2.220592699	2.30528385	3.861788693	0.010232397	0.098625644	-2.964351932
HMGB1P21	-1.01963123	2.094778116	-3.854442274	0.010313467	0.099059104	-2.973093704
NPY1R	2.130772474	1.593707071	3.850798267	0.01035395	0.099325644	-2.977432931
ATP8B2	1.010958042	10.03340057	3.848481187	0.010379785	0.099470185	-2.980193141
RAPH1	1.027943864	4.10639037	3.84727831	0.010393226	0.099470881	-2.981626388
ATP6V1G1P3	-2.553926033	1.61029635	-3.846703818	0.010399652	0.099470881	-2.982310982
TRH	1.793607261	1.425124464	3.845081482	0.010417823	0.099470881	-2.984244519
ABCA13	1.793607261	1.425124464	3.845081482	0.010417823	0.099470881	-2.984244519
RPS4XP14	1.793607261	1.425124464	3.845081482	0.010417823	0.099470881	-2.984244519
LINC02542	-1.793607261	1.425124464	-3.845081482	0.010417823	0.099470881	-2.984244519
LINC02696	-1.793607261	1.425124464	-3.845081482	0.010417823	0.099470881	-2.984244519
IL13RA1	1.436040765	3.117911164	3.845042618	0.010418259	0.099470881	-2.984290842
LTB	-1.001250712	2.695612856	-3.836000568	0.010520204	0.099890971	-2.995074849
FAM171B	2.421599329	3.420585205	3.82020306	0.010701035	0.100922581	-3.013945998
NBL1	-1.665831048	3.770842588	-3.820097277	0.010702257	0.100922581	-3.014072493
GRIK5	1.705159072	3.683197235	3.819954065	0.010703913	0.100922581	-3.014243747
MIR3681HG	-1.074130807	4.275171777	-3.819766355	0.010706083	0.100922581	-3.014468218
PLPP4	-1.167279062	3.885936396	-3.818308983	0.010722951	0.100936898	-3.016211177
NPAS2	1.593786571	2.520201619	3.814095554	0.010771887	0.101199314	-3.021252116
GPC6	1.326471889	2.739508841	3.810902008	0.010809147	0.101337136	-3.025074688
RNU4-2	2.062725569	3.754671118	3.804369999	0.010885812	0.101535538	-3.032898182
MIR548AL	2.464105808	2.288694571	3.801968814	0.010914148	0.101616637	-3.035775771
VN1R42P	1.30300878	2.815455422	3.800677744	0.010929419	0.101680445	-3.037323361
LINC02128	-1.547952063	2.358938532	-3.797673466	0.010965047	0.101928131	-3.040925544
KY	1.935784974	1.496213321	3.792412488	0.011027754	0.102185863	-3.047236896
PLAC4	1.515631487	3.060112609	3.785492204	0.011110857	0.102553998	-3.055545316
LENG9	-1.727972758	4.294760257	-3.78506224	0.011116044	0.102567371	-3.05606177
CCDC153	1.237470787	3.254365592	3.784656638	0.011120939	0.102578048	-3.056548986
KLF7-IT1	2.515878697	4.353073421	3.781388782	0.011160468	0.102641526	-3.060475318
BEND6	1.164662947	3.348734146	3.780689586	0.011168947	0.102641526	-3.061315616
MIR9-3HG	-1.260453238	2.353534953	-3.778634848	0.011193905	0.102738456	-3.063785445
HAVCR2	-1.304834955	5.242913967	-3.769913101	0.011300547	0.103366104	-3.074276347
SEPTIN2P1	-1.746488645	2.458206823	-3.765262668	0.011357878	0.103579772	-3.079874866
RPL4P3	-2.204903281	1.769118307	-3.76402316	0.011373214	0.103621823	-3.081367633
HSPA2-AS1	1.056641667	2.904748506	3.760542322	0.011416408	0.103940823	-3.085560943
EPS8L3	-1.055316737	4.206382906	-3.757694181	0.011451888	0.104125663	-3.088993434
TRBV30	-2.22802903	3.811600229	-3.755721877	0.01147653	0.104211605	-3.091371124
TECTA	-1.103850908	5.03471694	-3.746036211	0.01159842	0.104901856	-3.10305622
RNU1-28P	1.20978554	2.99486777	3.745250899	0.011608366	0.104922654	-3.104004275
TSKU-AS1	-1.307967493	4.129754694	-3.743171466	0.011634751	0.105091901	-3.106515094
RN7SL472P	2.056641667	1.028320834	3.741790741	0.011652307	0.105109114	-3.10818262
SDHDP6	-1.659093308	2.465176852	-3.740962316	0.011662855	0.105138113	-3.109183264
MIR320A	2.35664307	2.780773176	3.736336731	0.011721951	0.105358598	-3.114772381
FRG2FP	1.086306099	3.833274623	3.736043514	0.011725708	0.105358598	-3.115126786
RPS10P5	-1.184180341	2.756041203	-3.734115172	0.011750453	0.105526619	-3.117457864
GRID2IP	1.62208287	1.672695602	3.732790838	0.011767481	0.105526619	-3.119059116
LDB2	-1.62208287	1.672695602	-3.732790838	0.011767481	0.105526619	-3.119059116
WNT5A	1.62208287	1.672695602	3.732790838	0.011767481	0.105526619	-3.119059116
GLP1R	1.73833763	3.440583988	3.725098869	0.011866937	0.106002808	-3.128364774
LINC01637	-1.664407156	2.80116711	-3.717683861	0.011963712	0.106555086	-3.13734393
MID2	1.228166058	3.185498202	3.712576671	0.012030885	0.106960609	-3.143533331
NRARP	1.009064137	5.166953406	3.711963059	0.012038984	0.106960609	-3.144277236
RAD9B	-1.117878985	3.853662999	-3.70782332	0.012093787	0.107236352	-3.149297493
TNFRSF11A	1.557852141	3.911840635	3.705900919	0.012119332	0.107344542	-3.151629676
MIR425	1.40960623	2.233123949	3.703949199	0.012145329	0.107371127	-3.153998003
CPEB1-AS1	-1.994503959	3.452692718	-3.702036397	0.012170869	0.107439141	-3.15631967
CMTM8	1.766402673	2.657177368	3.701983797	0.012171572	0.107439141	-3.156383522
HSPA8P5	1.013385152	4.415431963	3.695719288	0.012255646	0.107821959	-3.163991034
CRYBG3	1.091634938	5.604619779	3.690658791	0.012324041	0.108218879	-3.17014078
MMP15	-3.133336567	3.484964117	-3.689044195	0.012345953	0.108341955	-3.172103731
MYRFL	-1.2366941	4.261433186	-3.687177917	0.012371336	0.108464564	-3.17437316
CPB2-AS1	1.088287147	5.008249381	3.687145102	0.012371783	0.108464564	-3.174413068
ENTHD1	-2.566813239	2.057382651	-3.68575539	0.012390723	0.108497623	-3.176103337
RNVU1-29	1.582141974	4.909888311	3.677528476	0.012503519	0.109096681	-3.186115517
WDR11-AS1	-1.181440172	2.11904092	-3.67640821	0.012518968	0.109196757	-3.18747968
CD4	-1.81114547	3.615333741	-3.673084865	0.012564925	0.109470492	-3.191527685
GAS6-AS1	-1.110096753	6.421521351	-3.669305658	0.012617418	0.109572804	-3.196132994
ZNF532	-1.121546483	5.098856484	-3.669045814	0.012621036	0.109572804	-3.196449717
PTP4A1P4	-1.440642698	0.720321349	-3.66345012	0.01269924	0.109999947	-3.203272784
SMIM40	1.440642698	0.720321349	3.66345012	0.01269924	0.109999947	-3.203272784
KRT5	1.440642698	0.720321349	3.66345012	0.01269924	0.109999947	-3.203272784
RN7SL382P	-1.440642698	0.720321349	-3.66345012	0.01269924	0.109999947	-3.203272784
PAGE4	1.274432155	2.467833776	3.661393882	0.012728114	0.110041644	-3.205781237
MEFV	1.122761244	3.489592237	3.659331662	0.012757147	0.110138705	-3.208297631
FAM217A	1.198978381	2.568452722	3.65777083	0.012779171	0.110216114	-3.210202643
HTD2	1.302296865	1.317815099	3.656956223	0.012790682	0.110216114	-3.211197026
SETP12	1.302296865	1.317815099	3.656956223	0.012790682	0.110216114	-3.211197026
MAP2	1.522629662	4.728396175	3.656022232	0.012803895	0.110216114	-3.212337264
H4C14	2.187131343	3.785837537	3.654911162	0.012819633	0.110311554	-3.213693856
FTCD	-1.171744804	5.170834903	-3.650851884	0.012877317	0.110599828	-3.218651737
NYNRIN	-1.402718326	5.029973142	-3.64569714	0.01295099	0.111024091	-3.224951184
ZNF608	-1.043099237	6.062786304	-3.644398616	0.012969624	0.111079726	-3.226538703
GS1-24F4.2	-1.649095061	2.742843365	-3.642668686	0.012994495	0.111101071	-3.228654038
GSTT2	2.22727468	2.415934205	3.642320166	0.012999512	0.111101071	-3.229080257
LINC00243	1.080104776	3.088004451	3.638562942	0.013053739	0.111292379	-3.233676297
CACNA1I	-1.343249114	4.63301473	-3.638175606	0.013059344	0.111292379	-3.234150228
LINC02211	1.330355625	3.885770512	3.636412114	0.013084896	0.111440918	-3.236308267
LINC02801	-1.848106839	1.452374253	-3.63571156	0.013095063	0.111492899	-3.237165685
PLEKHH1	1.030382629	4.658675499	3.621677554	0.01330061	0.112753176	-3.254357758
DUXB	-2.976067034	2.952139325	-3.61319964	0.013426541	0.113295725	-3.264757856
ZFY-AS1	-1.699811828	2.818869446	-3.612225448	0.013441097	0.11338369	-3.265953619
CXCR3	-1.50926726	3.536065599	-3.609132729	0.013487427	0.1137046	-3.269750696
CES3	-2.01963123	1.871469782	-3.608205897	0.013501346	0.113731779	-3.270888893
P2RX5	-1.986452672	3.439843004	-3.607061602	0.013518553	0.113788271	-3.272294323
CXCR4	3.601083508	2.953685627	3.606945351	0.013520303	0.113788271	-3.272437113
SNORA3B	1.238081839	2.147361753	3.606817212	0.013522231	0.113788271	-3.272594509
GJA5	1.052317951	3.356776674	3.605827644	0.013537137	0.113843875	-3.273810098
PCOLCE2	-1.185431053	2.649357193	-3.605105661	0.013548023	0.11390052	-3.274697078
TBC1D3C	1.968963532	1.846135933	3.602872684	0.013581755	0.11407926	-3.277440858
ZFYVE28	-1.830617699	3.596773556	-3.59976147	0.013628912	0.114195718	-3.281265028
LINC02795	-1.672640636	2.276963016	-3.590782852	0.013766039	0.114853718	-3.292309316
CALML3-AS1	-1.482645327	3.507725336	-3.585593685	0.013845999	0.115205598	-3.298697852
LINC02421	1.719180426	3.728700317	3.582249807	0.013897802	0.11542663	-3.30281674
ZNF132-DT	1.490127306	3.757121524	3.572419342	0.014051362	0.116129525	-3.314935316
IFIT1	-1.416188484	5.836984528	-3.570117398	0.014087595	0.11632119	-3.317775146
IL5RA	-1.861654167	0.930827083	-3.569946505	0.01409029	0.11632119	-3.317986002
MTATP6P26	-1.659093308	1.162879987	-3.568794899	0.01410846	0.116401155	-3.319407026
PGPEP1L	3.145570514	2.572785257	3.566026491	0.014152248	0.116622171	-3.322823913
LINC01344	-1.424635527	3.371411071	-3.560367505	0.014242233	0.117082416	-3.329812042
